Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2021-45,2021-45,2021-45,,35,,http://reference.data.gov.uk/id/week/2021-45
2021-46,2021-46,2021-46,,36,,http://reference.data.gov.uk/id/week/2021-46
2021-47,2021-47,2021-47,,37,,http://reference.data.gov.uk/id/week/2021-47
2021-48,2021-48,2021-48,,38,,http://reference.data.gov.uk/id/week/2021-48
2021-49,2021-49,2021-49,,39,,http://reference.data.gov.uk/id/week/2021-49
2021-50,2021-50,2021-50,,40,,http://reference.data.gov.uk/id/week/2021-50
2021-51,2021-51,2021-51,,41,,http://reference.data.gov.uk/id/week/2021-51
2021-52,2021-52,2021-52,,42,,http://reference.data.gov.uk/id/week/2021-52
2021-9,2021-9,2021-9,,43,,http://reference.data.gov.uk/id/week/2021-9
2022-1,2022-1,2022-1,,44,,http://reference.data.gov.uk/id/week/2022-1
2022-10,2022-10,2022-10,,45,,http://reference.data.gov.uk/id/week/2022-10
2022-11,2022-11,2022-11,,46,,http://reference.data.gov.uk/id/week/2022-11
2022-12,2022-12,2022-12,,47,,http://reference.data.gov.uk/id/week/2022-12
2022-13,2022-13,2022-13,,48,,http://reference.data.gov.uk/id/week/2022-13
2022-14,2022-14,2022-14,,49,,http://reference.data.gov.uk/id/week/2022-14
2022-15,2022-15,2022-15,,50,,http://reference.data.gov.uk/id/week/2022-15
2022-16,2022-16,2022-16,,51,,http://reference.data.gov.uk/id/week/2022-16
2022-17,2022-17,2022-17,,52,,http://reference.data.gov.uk/id/week/2022-17
2022-18,2022-18,2022-18,,53,,http://reference.data.gov.uk/id/week/2022-18
2022-19,2022-19,2022-19,,54,,http://reference.data.gov.uk/id/week/2022-19
2022-2,2022-2,2022-2,,55,,http://reference.data.gov.uk/id/week/2022-2
2022-20,2022-20,2022-20,,56,,http://reference.data.gov.uk/id/week/2022-20
2022-21,2022-21,2022-21,,57,,http://reference.data.gov.uk/id/week/2022-21
2022-22,2022-22,2022-22,,58,,http://reference.data.gov.uk/id/week/2022-22
2022-23,2022-23,2022-23,,59,,http://reference.data.gov.uk/id/week/2022-23
2022-24,2022-24,2022-24,,60,,http://reference.data.gov.uk/id/week/2022-24
2022-25,2022-25,2022-25,,61,,http://reference.data.gov.uk/id/week/2022-25
2022-3,2022-3,2022-3,,62,,http://reference.data.gov.uk/id/week/2022-3
2022-4,2022-4,2022-4,,63,,http://reference.data.gov.uk/id/week/2022-4
2022-5,2022-5,2022-5,,64,,http://reference.data.gov.uk/id/week/2022-5
2022-6,2022-6,2022-6,,65,,http://reference.data.gov.uk/id/week/2022-6
2022-7,2022-7,2022-7,,66,,http://reference.data.gov.uk/id/week/2022-7
2022-8,2022-8,2022-8,,67,,http://reference.data.gov.uk/id/week/2022-8
2022-9,2022-9,2022-9,,68,,http://reference.data.gov.uk/id/week/2022-9
