Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
13/10/2022,13/10/2022,13/10/2022,,41,,http://reference.data.gov.uk/id/day/13/10/2022
14/04/2022,14/04/2022,14/04/2022,,42,,http://reference.data.gov.uk/id/day/14/04/2022
14/07/2022,14/07/2022,14/07/2022,,43,,http://reference.data.gov.uk/id/day/14/07/2022
14/10/2021,14/10/2021,14/10/2021,,44,,http://reference.data.gov.uk/id/day/14/10/2021
15/04/2021,15/04/2021,15/04/2021,,45,,http://reference.data.gov.uk/id/day/15/04/2021
15/07/2021,15/07/2021,15/07/2021,,46,,http://reference.data.gov.uk/id/day/15/07/2021
15/09/2022,15/09/2022,15/09/2022,,47,,http://reference.data.gov.uk/id/day/15/09/2022
15/12/2022,15/12/2022,15/12/2022,,48,,http://reference.data.gov.uk/id/day/15/12/2022
16/06/2022,16/06/2022,16/06/2022,,49,,http://reference.data.gov.uk/id/day/16/06/2022
16/09/2021,16/09/2021,16/09/2021,,50,,http://reference.data.gov.uk/id/day/16/09/2021
16/12/2021,16/12/2021,16/12/2021,,51,,http://reference.data.gov.uk/id/day/16/12/2021
17/02/2022,17/02/2022,17/02/2022,,52,,http://reference.data.gov.uk/id/day/17/02/2022
17/03/2022,17/03/2022,17/03/2022,,53,,http://reference.data.gov.uk/id/day/17/03/2022
17/06/2021,17/06/2021,17/06/2021,,54,,http://reference.data.gov.uk/id/day/17/06/2021
17/11/2022,17/11/2022,17/11/2022,,55,,http://reference.data.gov.uk/id/day/17/11/2022
18/03/2021,18/03/2021,18/03/2021,,56,,http://reference.data.gov.uk/id/day/18/03/2021
18/08/2022,18/08/2022,18/08/2022,,57,,http://reference.data.gov.uk/id/day/18/08/2022
18/11/2021,18/11/2021,18/11/2021,,58,,http://reference.data.gov.uk/id/day/18/11/2021
19/05/2022,19/05/2022,19/05/2022,,59,,http://reference.data.gov.uk/id/day/19/05/2022
19/08/2021,19/08/2021,19/08/2021,,60,,http://reference.data.gov.uk/id/day/19/08/2021
20/01/2022,20/01/2022,20/01/2022,,61,,http://reference.data.gov.uk/id/day/20/01/2022
20/05/2021,20/05/2021,20/05/2021,,62,,http://reference.data.gov.uk/id/day/20/05/2021
20/10/2022,20/10/2022,20/10/2022,,63,,http://reference.data.gov.uk/id/day/20/10/2022
21/04/2022,21/04/2022,21/04/2022,,64,,http://reference.data.gov.uk/id/day/21/04/2022
21/07/2022,21/07/2022,21/07/2022,,65,,http://reference.data.gov.uk/id/day/21/07/2022
21/10/2021,21/10/2021,21/10/2021,,66,,http://reference.data.gov.uk/id/day/21/10/2021
22/04/2021,22/04/2021,22/04/2021,,67,,http://reference.data.gov.uk/id/day/22/04/2021
22/07/2021,22/07/2021,22/07/2021,,68,,http://reference.data.gov.uk/id/day/22/07/2021
22/09/2022,22/09/2022,22/09/2022,,69,,http://reference.data.gov.uk/id/day/22/09/2022
22/12/2022,22/12/2022,22/12/2022,,70,,http://reference.data.gov.uk/id/day/22/12/2022
23/06/2022,23/06/2022,23/06/2022,,71,,http://reference.data.gov.uk/id/day/23/06/2022
23/09/2021,23/09/2021,23/09/2021,,72,,http://reference.data.gov.uk/id/day/23/09/2021
23/12/2021,23/12/2021,23/12/2021,,73,,http://reference.data.gov.uk/id/day/23/12/2021
24/02/2022,24/02/2022,24/02/2022,,74,,http://reference.data.gov.uk/id/day/24/02/2022
24/03/2022,24/03/2022,24/03/2022,,75,,http://reference.data.gov.uk/id/day/24/03/2022
24/06/2021,24/06/2021,24/06/2021,,76,,http://reference.data.gov.uk/id/day/24/06/2021
24/11/2022,24/11/2022,24/11/2022,,77,,http://reference.data.gov.uk/id/day/24/11/2022
25/03/2021,25/03/2021,25/03/2021,,78,,http://reference.data.gov.uk/id/day/25/03/2021
25/08/2022,25/08/2022,25/08/2022,,79,,http://reference.data.gov.uk/id/day/25/08/2022
25/11/2021,25/11/2021,25/11/2021,,80,,http://reference.data.gov.uk/id/day/25/11/2021
26/05/2022,26/05/2022,26/05/2022,,81,,http://reference.data.gov.uk/id/day/26/05/2022
26/08/2021,26/08/2021,26/08/2021,,82,,http://reference.data.gov.uk/id/day/26/08/2021
27/01/2022,27/01/2022,27/01/2022,,83,,http://reference.data.gov.uk/id/day/27/01/2022
27/05/2021,27/05/2021,27/05/2021,,84,,http://reference.data.gov.uk/id/day/27/05/2021
27/10/2022,27/10/2022,27/10/2022,,85,,http://reference.data.gov.uk/id/day/27/10/2022
28/04/2022,28/04/2022,28/04/2022,,86,,http://reference.data.gov.uk/id/day/28/04/2022
28/07/2022,28/07/2022,28/07/2022,,87,,http://reference.data.gov.uk/id/day/28/07/2022
28/10/2021,28/10/2021,28/10/2021,,88,,http://reference.data.gov.uk/id/day/28/10/2021
29/04/2021,29/04/2021,29/04/2021,,89,,http://reference.data.gov.uk/id/day/29/04/2021
29/07/2021,29/07/2021,29/07/2021,,90,,http://reference.data.gov.uk/id/day/29/07/2021
29/09/2022,29/09/2022,29/09/2022,,91,,http://reference.data.gov.uk/id/day/29/09/2022
29/12/2022,29/12/2022,29/12/2022,,92,,http://reference.data.gov.uk/id/day/29/12/2022
30/06/2022,30/06/2022,30/06/2022,,93,,http://reference.data.gov.uk/id/day/30/06/2022
30/09/2021,30/09/2021,30/09/2021,,94,,http://reference.data.gov.uk/id/day/30/09/2021
30/12/2021,30/12/2021,30/12/2021,,95,,http://reference.data.gov.uk/id/day/30/12/2021
31/03/2022,31/03/2022,31/03/2022,,96,,http://reference.data.gov.uk/id/day/31/03/2022
