Date,Measure,Value
2021-06-18,flights-7-day-average,1877.0
2021-06-19,flights-7-day-average,1897.0
2021-06-20,flights-7-day-average,1921.0
2021-06-21,flights-7-day-average,1927.0
2021-06-22,flights-7-day-average,1943.0
2021-06-23,flights-7-day-average,1945.0
2021-06-24,flights-7-day-average,1942.0
2021-06-25,flights-7-day-average,1952.0
2021-06-26,flights-7-day-average,1970.0
2021-06-27,flights-7-day-average,1970.0
2021-06-28,flights-7-day-average,1990.0
2021-06-29,flights-7-day-average,1994.0
2021-06-30,flights-7-day-average,2013.0
2021-07-01,flights-7-day-average,2046.0
2021-07-02,flights-7-day-average,2074.0
2021-07-03,flights-7-day-average,2106.0
2021-07-04,flights-7-day-average,2126.0
2021-07-05,flights-7-day-average,2155.0
2021-07-06,flights-7-day-average,2184.0
2021-07-07,flights-7-day-average,2203.0
2021-07-08,flights-7-day-average,2217.0
2021-07-09,flights-7-day-average,2247.0
2021-07-10,flights-7-day-average,2285.0
2021-07-11,flights-7-day-average,2307.0
2021-07-12,flights-7-day-average,2328.0
2021-07-13,flights-7-day-average,2343.0
2021-07-14,flights-7-day-average,2343.0
2021-07-15,flights-7-day-average,2340.0
2021-07-16,flights-7-day-average,2369.0
2021-07-17,flights-7-day-average,2411.0
2021-07-18,flights-7-day-average,2456.0
2021-07-19,flights-7-day-average,2519.0
2021-07-20,flights-7-day-average,2588.0
2021-07-21,flights-7-day-average,2652.0
2021-07-22,flights-7-day-average,2729.0
2021-07-23,flights-7-day-average,2788.0
2021-07-24,flights-7-day-average,2831.0
2021-07-25,flights-7-day-average,2877.0
2021-07-26,flights-7-day-average,2882.0
2021-07-27,flights-7-day-average,2882.0
2021-07-28,flights-7-day-average,2897.0
2021-07-29,flights-7-day-average,2894.0
2021-07-30,flights-7-day-average,2889.0
2021-07-31,flights-7-day-average,2905.0
2021-08-01,flights-7-day-average,2929.0
2021-08-02,flights-7-day-average,2966.0
2021-08-03,flights-7-day-average,3011.0
2021-08-04,flights-7-day-average,3047.0
2021-08-05,flights-7-day-average,3078.0
2021-08-06,flights-7-day-average,3087.0
2021-08-07,flights-7-day-average,3098.0
2021-08-08,flights-7-day-average,3111.0
2021-08-09,flights-7-day-average,3102.0
2021-08-10,flights-7-day-average,3096.0
2021-08-11,flights-7-day-average,3106.0
2021-08-12,flights-7-day-average,3115.0
2021-08-13,flights-7-day-average,3128.0
2021-08-14,flights-7-day-average,3141.0
2021-08-15,flights-7-day-average,3142.0
2021-08-16,flights-7-day-average,3165.0
2021-08-17,flights-7-day-average,3175.0
2021-08-18,flights-7-day-average,3189.0
2021-08-19,flights-7-day-average,3202.0
2021-08-20,flights-7-day-average,3227.0
2021-08-21,flights-7-day-average,3228.0
2021-08-22,flights-7-day-average,3256.0
2021-08-23,flights-7-day-average,3273.0
2021-08-24,flights-7-day-average,3294.0
2021-08-25,flights-7-day-average,3320.0
2021-08-26,flights-7-day-average,3344.0
2021-08-27,flights-7-day-average,3356.0
2021-08-28,flights-7-day-average,3383.0
2021-08-29,flights-7-day-average,3405.0
2021-08-30,flights-7-day-average,3429.0
2021-08-31,flights-7-day-average,3469.0
2021-09-01,flights-7-day-average,3494.0
2021-09-02,flights-7-day-average,3521.0
2021-09-03,flights-7-day-average,3546.0
2021-09-04,flights-7-day-average,3552.0
2021-09-05,flights-7-day-average,3589.0
2021-09-06,flights-7-day-average,3608.0
2021-09-07,flights-7-day-average,3595.0
2021-09-08,flights-7-day-average,3580.0
2021-09-09,flights-7-day-average,3585.0
2021-09-10,flights-7-day-average,3596.0
2021-09-11,flights-7-day-average,3591.0
2021-09-12,flights-7-day-average,3579.0
2021-09-13,flights-7-day-average,3588.0
2021-09-14,flights-7-day-average,3580.0
2021-09-15,flights-7-day-average,3593.0
2021-09-16,flights-7-day-average,3586.0
2021-09-17,flights-7-day-average,3595.0
2021-09-18,flights-7-day-average,3587.0
2021-09-19,flights-7-day-average,3593.0
2021-09-20,flights-7-day-average,3591.0
2021-09-21,flights-7-day-average,3600.0
2021-09-22,flights-7-day-average,3592.0
2021-09-23,flights-7-day-average,3611.0
2021-09-24,flights-7-day-average,3609.0
2021-09-25,flights-7-day-average,3614.0
2021-09-26,flights-7-day-average,3609.0
2021-09-27,flights-7-day-average,3604.0
2021-09-28,flights-7-day-average,3587.0
2021-09-29,flights-7-day-average,3586.0
2021-09-30,flights-7-day-average,3564.0
2021-10-01,flights-7-day-average,3576.0
2021-10-02,flights-7-day-average,3559.0
2021-10-03,flights-7-day-average,3562.0
2021-10-04,flights-7-day-average,3571.0
2021-10-05,flights-7-day-average,3572.0
2021-10-06,flights-7-day-average,3568.0
2021-10-07,flights-7-day-average,3573.0
2021-10-08,flights-7-day-average,3576.0
2021-10-09,flights-7-day-average,3575.0
2021-10-10,flights-7-day-average,3563.0
2021-10-11,flights-7-day-average,3556.0
2021-10-12,flights-7-day-average,3567.0
2021-10-13,flights-7-day-average,3569.0
2021-10-14,flights-7-day-average,3578.0
2021-10-15,flights-7-day-average,3582.0
2021-10-16,flights-7-day-average,3613.0
2021-10-17,flights-7-day-average,3625.0
2021-10-18,flights-7-day-average,3622.0
2021-10-19,flights-7-day-average,3613.0
2021-10-20,flights-7-day-average,3614.0
2021-10-21,flights-7-day-average,3622.0
2021-10-22,flights-7-day-average,3641.0
2021-10-23,flights-7-day-average,3646.0
2021-10-24,flights-7-day-average,3654.0
2021-10-25,flights-7-day-average,3657.0
2021-10-26,flights-7-day-average,3658.0
2021-10-27,flights-7-day-average,3667.0
2021-10-28,flights-7-day-average,3654.0
2021-10-29,flights-7-day-average,3633.0
2021-10-30,flights-7-day-average,3637.0
2021-10-31,flights-7-day-average,3666.0
2021-11-01,flights-7-day-average,3678.0
2021-11-02,flights-7-day-average,3686.0
2021-11-03,flights-7-day-average,3664.0
2021-11-04,flights-7-day-average,3653.0
2021-11-05,flights-7-day-average,3618.0
2021-11-06,flights-7-day-average,3531.0
2021-11-07,flights-7-day-average,3458.0
2021-11-08,flights-7-day-average,3415.0
2021-11-09,flights-7-day-average,3387.0
2021-11-10,flights-7-day-average,3359.0
2021-11-11,flights-7-day-average,3339.0
2021-11-12,flights-7-day-average,3322.0
2021-11-13,flights-7-day-average,3294.0
2021-11-14,flights-7-day-average,3284.0
2021-11-15,flights-7-day-average,3283.0
2021-11-16,flights-7-day-average,3284.0
2021-11-17,flights-7-day-average,3280.0
2021-11-18,flights-7-day-average,3270.0
2021-11-19,flights-7-day-average,3274.0
2021-11-20,flights-7-day-average,3281.0
2021-11-21,flights-7-day-average,3268.0
2021-11-22,flights-7-day-average,3262.0
2021-11-23,flights-7-day-average,3253.0
2021-11-24,flights-7-day-average,3250.0
2021-11-25,flights-7-day-average,3264.0
2021-11-26,flights-7-day-average,3233.0
2021-11-27,flights-7-day-average,3204.0
2021-11-28,flights-7-day-average,3195.0
2021-11-29,flights-7-day-average,3207.0
2021-11-30,flights-7-day-average,3197.0
2021-12-01,flights-7-day-average,3193.0
2021-12-02,flights-7-day-average,3187.0
2021-12-03,flights-7-day-average,3198.0
2021-12-04,flights-7-day-average,3228.0
2021-12-05,flights-7-day-average,3232.0
2021-12-06,flights-7-day-average,3221.0
2021-12-07,flights-7-day-average,3194.0
2021-12-08,flights-7-day-average,3198.0
2021-12-09,flights-7-day-average,3195.0
2021-12-10,flights-7-day-average,3233.0
2021-12-11,flights-7-day-average,3270.0
2021-12-12,flights-7-day-average,3301.0
2021-12-13,flights-7-day-average,3327.0
2021-12-14,flights-7-day-average,3402.0
2021-12-15,flights-7-day-average,3466.0
2021-12-16,flights-7-day-average,3538.0
2021-12-17,flights-7-day-average,3618.0
2021-12-18,flights-7-day-average,3675.0
2021-12-19,flights-7-day-average,3703.0
2021-12-20,flights-7-day-average,3755.0
2021-12-21,flights-7-day-average,3797.0
2021-12-22,flights-7-day-average,3820.0
2021-12-23,flights-7-day-average,3808.0
2021-12-24,flights-7-day-average,3580.0
2021-12-25,flights-7-day-average,3512.0
2021-12-26,flights-7-day-average,3430.0
2021-12-27,flights-7-day-average,3366.0
2021-12-28,flights-7-day-average,3317.0
2021-12-29,flights-7-day-average,3253.0
2021-12-30,flights-7-day-average,3195.0
2021-12-31,flights-7-day-average,3203.0
2022-01-01,flights-7-day-average,3133.0
2022-01-02,flights-7-day-average,3211.0
2022-01-03,flights-7-day-average,3236.0
2022-01-04,flights-7-day-average,3247.0
2022-01-05,flights-7-day-average,3239.0
2022-01-06,flights-7-day-average,3204.0
2022-01-07,flights-7-day-average,3287.0
2022-01-08,flights-7-day-average,3360.0
2022-01-09,flights-7-day-average,3329.0
2022-01-10,flights-7-day-average,3163.0
2022-01-11,flights-7-day-average,3003.0
2022-01-12,flights-7-day-average,2858.0
2022-01-13,flights-7-day-average,2760.0
2022-01-14,flights-7-day-average,2655.0
2022-01-15,flights-7-day-average,2555.0
2022-01-16,flights-7-day-average,2443.0
2022-01-17,flights-7-day-average,2417.0
2022-01-18,flights-7-day-average,2396.0
2022-01-19,flights-7-day-average,2386.0
2022-01-20,flights-7-day-average,2383.0
2022-01-21,flights-7-day-average,2390.0
2022-01-22,flights-7-day-average,2397.0
2022-01-23,flights-7-day-average,2400.0
2022-01-24,flights-7-day-average,2398.0
2022-01-25,flights-7-day-average,2398.0
2022-01-26,flights-7-day-average,2400.0
2022-01-27,flights-7-day-average,2400.0
2022-01-28,flights-7-day-average,2396.0
2022-01-29,flights-7-day-average,2381.0
2022-01-30,flights-7-day-average,2378.0
2022-01-31,flights-7-day-average,2382.0
2022-02-01,flights-7-day-average,2438.0
2022-02-02,flights-7-day-average,2508.0
2022-02-03,flights-7-day-average,2570.0
2022-02-04,flights-7-day-average,2637.0
2022-02-05,flights-7-day-average,2709.0
2022-02-06,flights-7-day-average,2786.0
2022-02-07,flights-7-day-average,2873.0
2022-02-08,flights-7-day-average,2902.0
2022-02-09,flights-7-day-average,2915.0
2022-02-10,flights-7-day-average,2983.0
2022-02-11,flights-7-day-average,3090.0
2022-02-12,flights-7-day-average,3210.0
2022-02-13,flights-7-day-average,3257.0
2022-02-14,flights-7-day-average,3312.0
2022-02-15,flights-7-day-average,3358.0
2022-02-16,flights-7-day-average,3388.0
2022-02-17,flights-7-day-average,3397.0
2022-02-18,flights-7-day-average,3242.0
2022-02-19,flights-7-day-average,3273.0
2022-02-20,flights-7-day-average,3302.0
2022-02-21,flights-7-day-average,3296.0
2022-02-22,flights-7-day-average,3314.0
2022-02-23,flights-7-day-average,3341.0
2022-02-24,flights-7-day-average,3345.0
2022-02-25,flights-7-day-average,3483.0
2022-02-26,flights-7-day-average,3394.0
2022-02-27,flights-7-day-average,3396.0
2022-02-28,flights-7-day-average,3435.0
2022-03-01,flights-7-day-average,3458.0
2022-03-02,flights-7-day-average,3497.0
2022-03-03,flights-7-day-average,3529.0
2022-03-04,flights-7-day-average,3559.0
2022-03-05,flights-7-day-average,3592.0
2022-03-06,flights-7-day-average,3600.0
2022-03-07,flights-7-day-average,3619.0
2022-03-08,flights-7-day-average,3641.0
2022-03-09,flights-7-day-average,3645.0
2022-03-10,flights-7-day-average,3669.0
2022-03-11,flights-7-day-average,3674.0
2022-03-12,flights-7-day-average,3677.0
2022-03-13,flights-7-day-average,3693.0
2022-03-14,flights-7-day-average,3706.0
2022-03-15,flights-7-day-average,3723.0
2022-03-16,flights-7-day-average,3742.0
2022-03-17,flights-7-day-average,3747.0
2022-03-18,flights-7-day-average,3765.0
2022-03-19,flights-7-day-average,3779.0
2022-03-20,flights-7-day-average,3778.0
2022-03-21,flights-7-day-average,3781.0
2022-03-22,flights-7-day-average,3775.0
2022-03-23,flights-7-day-average,3783.0
2022-03-24,flights-7-day-average,3778.0
2022-03-25,flights-7-day-average,3777.0
2022-03-26,flights-7-day-average,3780.0
2022-03-27,flights-7-day-average,3848.0
2022-03-28,flights-7-day-average,3968.0
2022-03-29,flights-7-day-average,4126.0
2022-03-30,flights-7-day-average,4247.0
2022-03-31,flights-7-day-average,4361.0
2022-04-01,flights-7-day-average,4460.0
2022-04-02,flights-7-day-average,4569.0
2022-04-03,flights-7-day-average,4588.0
2022-04-04,flights-7-day-average,4600.0
2022-04-05,flights-7-day-average,4601.0
2022-04-06,flights-7-day-average,4653.0
2022-04-07,flights-7-day-average,4690.0
2022-04-08,flights-7-day-average,4715.0
2022-04-09,flights-7-day-average,4741.0
2022-04-10,flights-7-day-average,4769.0
2022-04-11,flights-7-day-average,4786.0
2022-04-12,flights-7-day-average,4816.0
2022-04-13,flights-7-day-average,4815.0
2022-04-14,flights-7-day-average,4839.0
2022-04-15,flights-7-day-average,4810.0
2022-04-16,flights-7-day-average,4780.0
2022-04-17,flights-7-day-average,4756.0
2022-04-18,flights-7-day-average,4753.0
2022-04-19,flights-7-day-average,4771.0
2022-04-20,flights-7-day-average,4784.0
2022-04-21,flights-7-day-average,4763.0
2022-04-22,flights-7-day-average,4795.0
2022-04-23,flights-7-day-average,4789.0
2022-04-24,flights-7-day-average,4816.0
2022-04-25,flights-7-day-average,4820.0
2022-04-26,flights-7-day-average,4810.0
2022-04-27,flights-7-day-average,4808.0
2022-04-28,flights-7-day-average,4832.0
2022-04-29,flights-7-day-average,4865.0
2022-04-30,flights-7-day-average,4891.0
2022-05-01,flights-7-day-average,4910.0
2022-05-02,flights-7-day-average,4956.0
2022-05-03,flights-7-day-average,4995.0
2022-05-04,flights-7-day-average,5034.0
2022-05-05,flights-7-day-average,5080.0
2022-05-06,flights-7-day-average,5112.0
2022-05-07,flights-7-day-average,5144.0
2022-05-08,flights-7-day-average,5184.0
2022-05-09,flights-7-day-average,5202.0
2022-05-10,flights-7-day-average,5211.0
2022-05-11,flights-7-day-average,5230.0
2022-05-12,flights-7-day-average,5235.0
2022-05-13,flights-7-day-average,5244.0
2022-05-14,flights-7-day-average,5269.0
2022-05-15,flights-7-day-average,5272.0
2022-05-16,flights-7-day-average,5274.0
2022-05-17,flights-7-day-average,5289.0
2022-05-18,flights-7-day-average,5301.0
2022-05-19,flights-7-day-average,5317.0
2022-05-20,flights-7-day-average,5314.0
2022-05-21,flights-7-day-average,5325.0
2022-05-22,flights-7-day-average,5345.0
2022-05-23,flights-7-day-average,5367.0
2022-05-24,flights-7-day-average,5380.0
2022-05-25,flights-7-day-average,5410.0
2022-05-26,flights-7-day-average,5437.0
2022-05-27,flights-7-day-average,5511.0
2022-05-28,flights-7-day-average,5576.0
2022-05-29,flights-7-day-average,5596.0
2022-05-30,flights-7-day-average,5632.0
2022-05-31,flights-7-day-average,5652.0
2022-06-01,flights-7-day-average,5680.0
2022-06-02,flights-7-day-average,5667.0
2022-06-03,flights-7-day-average,5593.0
2022-06-04,flights-7-day-average,5563.0
2022-06-05,flights-7-day-average,5596.0
2022-06-06,flights-7-day-average,5617.0
2022-06-07,flights-7-day-average,5642.0
2022-06-08,flights-7-day-average,5626.0
2022-06-09,flights-7-day-average,5661.0
2022-06-10,flights-7-day-average,5715.0
2022-06-11,flights-7-day-average,5719.0
2022-06-12,flights-7-day-average,5703.0
2022-06-13,flights-7-day-average,5695.0
2022-06-14,flights-7-day-average,5699.0
2022-06-15,flights-7-day-average,5717.0
2022-06-16,flights-7-day-average,5714.0
2022-06-17,flights-7-day-average,5701.0
2022-06-18,flights-7-day-average,5686.0
2022-06-19,flights-7-day-average,5681.0
2022-06-20,flights-7-day-average,5664.0
2022-06-21,flights-7-day-average,5665.0
2022-06-22,flights-7-day-average,5655.0
2022-06-23,flights-7-day-average,5645.0
2022-06-24,flights-7-day-average,5646.0
2022-06-25,flights-7-day-average,5653.0
2022-06-26,flights-7-day-average,5646.0
2022-06-27,flights-7-day-average,5652.0
2022-06-28,flights-7-day-average,5651.0
2022-06-29,flights-7-day-average,5664.0
2022-06-30,flights-7-day-average,5653.0
2022-07-01,flights-7-day-average,5671.0
2022-07-02,flights-7-day-average,5687.0
2022-07-03,flights-7-day-average,5702.0
2022-07-04,flights-7-day-average,5708.0
2022-07-05,flights-7-day-average,5709.0
2022-07-06,flights-7-day-average,5718.0
2022-07-07,flights-7-day-average,5746.0
2022-07-08,flights-7-day-average,5754.0
2022-07-09,flights-7-day-average,5777.0
2022-07-10,flights-7-day-average,5780.0
2022-07-11,flights-7-day-average,5775.142857
2022-07-12,flights-7-day-average,5777.857143
2022-07-13,flights-7-day-average,5769.142857
2022-07-14,flights-7-day-average,5760.285714
2022-07-15,flights-7-day-average,5743.428571
2022-07-16,flights-7-day-average,5738.428571
2022-07-17,flights-7-day-average,5730.428571
2022-07-18,flights-7-day-average,5727.43
2022-07-19,flights-7-day-average,5708.0
2022-07-20,flights-7-day-average,5694.29
2022-07-21,flights-7-day-average,5690.57
2022-07-22,flights-7-day-average,5693.29
2022-07-23,flights-7-day-average,5691.43
2022-07-24,flights-7-day-average,5683.57
2022-07-25,flights-7-day-average,5669.0
2022-07-26,flights-7-day-average,5666.43
2022-07-27,flights-7-day-average,5646.57
2022-07-28,flights-7-day-average,5629.86
2022-07-29,flights-7-day-average,5616.29
2022-07-30,flights-7-day-average,5615.71
2022-07-31,flights-7-day-average,5614.86
