Date,Measure,Value
2019-08-15,flights-7-day-average,6551.0
2019-08-16,flights-7-day-average,6575.0
2019-08-17,flights-7-day-average,6585.0
2019-08-18,flights-7-day-average,6585.0
2019-08-19,flights-7-day-average,6592.0
2019-08-20,flights-7-day-average,6598.0
2019-08-21,flights-7-day-average,6613.0
2019-08-22,flights-7-day-average,6623.0
2019-08-23,flights-7-day-average,6633.0
2019-08-24,flights-7-day-average,6636.0
2019-08-25,flights-7-day-average,6632.0
2019-08-26,flights-7-day-average,6598.0
2019-08-27,flights-7-day-average,6608.0
2019-08-28,flights-7-day-average,6617.0
2019-08-29,flights-7-day-average,6631.0
2019-08-30,flights-7-day-average,6647.0
2019-08-31,flights-7-day-average,6664.0
2019-09-01,flights-7-day-average,6661.0
2019-09-02,flights-7-day-average,6715.0
2019-09-03,flights-7-day-average,6717.0
2019-09-04,flights-7-day-average,6709.0
2019-09-05,flights-7-day-average,6710.0
2019-09-06,flights-7-day-average,6679.0
2019-09-07,flights-7-day-average,6650.0
2019-09-08,flights-7-day-average,6669.0
2019-09-09,flights-7-day-average,6617.0
2019-09-10,flights-7-day-average,6601.0
2019-09-11,flights-7-day-average,6591.0
2019-09-12,flights-7-day-average,6589.0
2019-09-13,flights-7-day-average,6617.0
2019-09-14,flights-7-day-average,6612.0
2019-09-15,flights-7-day-average,6607.0
2019-09-16,flights-7-day-average,6648.0
2019-09-17,flights-7-day-average,6656.0
2019-09-18,flights-7-day-average,6659.0
2019-09-19,flights-7-day-average,6655.0
2019-09-20,flights-7-day-average,6651.0
2019-09-21,flights-7-day-average,6640.0
2019-09-22,flights-7-day-average,6625.0
2019-09-23,flights-7-day-average,6617.0
2019-09-24,flights-7-day-average,6581.0
2019-09-25,flights-7-day-average,6575.0
2019-09-26,flights-7-day-average,6570.0
2019-09-27,flights-7-day-average,6491.0
2019-09-28,flights-7-day-average,6475.0
2019-09-29,flights-7-day-average,6466.0
2019-09-30,flights-7-day-average,6460.0
2019-10-01,flights-7-day-average,6423.0
2019-10-02,flights-7-day-average,6392.0
2019-10-03,flights-7-day-average,6349.0
2019-10-04,flights-7-day-average,6387.0
2019-10-05,flights-7-day-average,6352.0
2019-10-06,flights-7-day-average,6330.0
2019-10-07,flights-7-day-average,6285.0
2019-10-08,flights-7-day-average,6263.0
2019-10-09,flights-7-day-average,6210.0
2019-10-10,flights-7-day-average,6189.0
2019-10-11,flights-7-day-average,6164.0
2019-10-12,flights-7-day-average,6138.0
2019-10-13,flights-7-day-average,6108.0
2019-10-14,flights-7-day-average,6097.0
2019-10-15,flights-7-day-average,6113.0
2019-10-16,flights-7-day-average,6121.0
2019-10-17,flights-7-day-average,6116.0
2019-10-18,flights-7-day-average,6124.0
2019-10-19,flights-7-day-average,6144.0
2019-10-20,flights-7-day-average,6148.0
2019-10-21,flights-7-day-average,6151.0
2019-10-22,flights-7-day-average,6140.0
2019-10-23,flights-7-day-average,6148.0
2019-10-24,flights-7-day-average,6152.0
2019-10-25,flights-7-day-average,6124.0
2019-10-26,flights-7-day-average,6112.0
2019-10-27,flights-7-day-average,6061.0
2019-10-28,flights-7-day-average,5996.0
2019-10-29,flights-7-day-average,5928.0
2019-10-30,flights-7-day-average,5832.0
2019-10-31,flights-7-day-average,5749.0
2019-11-01,flights-7-day-average,5669.0
2019-11-02,flights-7-day-average,5567.0
2019-11-03,flights-7-day-average,5539.0
2019-11-04,flights-7-day-average,5503.0
2019-11-05,flights-7-day-average,5439.0
2019-11-06,flights-7-day-average,5356.0
2019-11-07,flights-7-day-average,5280.0
2019-11-08,flights-7-day-average,5254.0
2019-11-09,flights-7-day-average,5175.0
2019-11-10,flights-7-day-average,5130.0
2019-11-11,flights-7-day-average,5105.0
2019-11-12,flights-7-day-average,5050.0
2019-11-13,flights-7-day-average,5021.0
2019-11-14,flights-7-day-average,5019.0
2019-11-15,flights-7-day-average,5020.0
2019-11-16,flights-7-day-average,5015.0
2019-11-17,flights-7-day-average,5006.0
2019-11-18,flights-7-day-average,4994.0
2019-11-19,flights-7-day-average,4986.0
2019-11-20,flights-7-day-average,4991.0
2019-11-21,flights-7-day-average,4975.0
2019-11-22,flights-7-day-average,4967.0
2019-11-23,flights-7-day-average,4948.0
2019-11-24,flights-7-day-average,4936.0
2019-11-25,flights-7-day-average,4914.0
2019-11-26,flights-7-day-average,4915.0
2019-11-27,flights-7-day-average,4914.0
2019-11-28,flights-7-day-average,4915.0
2019-11-29,flights-7-day-average,4895.0
2019-11-30,flights-7-day-average,4903.0
2019-12-01,flights-7-day-average,4913.0
2019-12-02,flights-7-day-average,4948.0
2019-12-03,flights-7-day-average,4987.0
2019-12-04,flights-7-day-average,5034.0
2019-12-05,flights-7-day-average,5045.0
2019-12-06,flights-7-day-average,5063.0
2019-12-07,flights-7-day-average,5095.0
2019-12-08,flights-7-day-average,5102.0
2019-12-09,flights-7-day-average,5111.0
2019-12-10,flights-7-day-average,5101.0
2019-12-11,flights-7-day-average,5109.0
2019-12-12,flights-7-day-average,5139.0
2019-12-13,flights-7-day-average,5164.0
2019-12-14,flights-7-day-average,5219.0
2019-12-15,flights-7-day-average,5244.0
2019-12-16,flights-7-day-average,5245.0
2019-12-17,flights-7-day-average,5265.0
2019-12-18,flights-7-day-average,5272.0
2019-12-19,flights-7-day-average,5320.0
2019-12-20,flights-7-day-average,5336.0
2019-12-21,flights-7-day-average,5402.0
2019-12-22,flights-7-day-average,5422.0
2019-12-23,flights-7-day-average,5409.0
2019-12-24,flights-7-day-average,5245.0
2019-12-25,flights-7-day-average,5107.0
2019-12-26,flights-7-day-average,4921.0
2019-12-27,flights-7-day-average,4861.0
2019-12-28,flights-7-day-average,4836.0
2019-12-29,flights-7-day-average,4813.0
2019-12-30,flights-7-day-average,4763.0
2019-12-31,flights-7-day-average,4795.0
2020-01-01,flights-7-day-average,4761.0
2020-01-02,flights-7-day-average,4869.0
2020-01-03,flights-7-day-average,4872.0
2020-01-04,flights-7-day-average,4865.0
2020-01-05,flights-7-day-average,4889.0
2020-01-06,flights-7-day-average,4904.0
2020-01-07,flights-7-day-average,4978.0
2020-01-08,flights-7-day-average,5053.0
2020-01-09,flights-7-day-average,4989.0
2020-01-10,flights-7-day-average,4954.0
2020-01-11,flights-7-day-average,4862.0
2020-01-12,flights-7-day-average,4799.0
2020-01-13,flights-7-day-average,4739.0
2020-01-14,flights-7-day-average,4667.0
2020-01-15,flights-7-day-average,4651.0
2020-01-16,flights-7-day-average,4648.0
2020-01-17,flights-7-day-average,4650.0
2020-01-18,flights-7-day-average,4644.0
2020-01-19,flights-7-day-average,4650.0
2020-01-20,flights-7-day-average,4678.0
2020-01-21,flights-7-day-average,4713.0
2020-01-22,flights-7-day-average,4696.0
2020-01-23,flights-7-day-average,4710.0
2020-01-24,flights-7-day-average,4728.0
2020-01-25,flights-7-day-average,4725.0
2020-01-26,flights-7-day-average,4717.0
2020-01-27,flights-7-day-average,4718.0
2020-01-28,flights-7-day-average,4713.0
2020-01-29,flights-7-day-average,4736.0
2020-01-30,flights-7-day-average,4733.0
2020-01-31,flights-7-day-average,4730.0
2020-02-01,flights-7-day-average,4753.0
2020-02-02,flights-7-day-average,4758.0
2020-02-03,flights-7-day-average,4772.0
2020-02-04,flights-7-day-average,4800.0
2020-02-05,flights-7-day-average,4829.0
2020-02-06,flights-7-day-average,4856.0
2020-02-07,flights-7-day-average,4872.0
2020-02-08,flights-7-day-average,4888.0
2020-02-09,flights-7-day-average,4855.0
2020-02-10,flights-7-day-average,4844.0
2020-02-11,flights-7-day-average,4852.0
2020-02-12,flights-7-day-average,4880.0
2020-02-13,flights-7-day-average,4915.0
2020-02-14,flights-7-day-average,4964.0
2020-02-15,flights-7-day-average,4978.0
2020-02-16,flights-7-day-average,5005.0
2020-02-17,flights-7-day-average,5053.0
2020-02-18,flights-7-day-average,5108.0
2020-02-19,flights-7-day-average,5123.0
2020-02-20,flights-7-day-average,5124.0
2020-02-21,flights-7-day-average,5102.0
2020-02-22,flights-7-day-average,5151.0
2020-02-23,flights-7-day-average,5227.0
2020-02-24,flights-7-day-average,5256.0
2020-02-25,flights-7-day-average,5285.0
2020-02-26,flights-7-day-average,5305.0
2020-02-27,flights-7-day-average,5326.0
2020-02-28,flights-7-day-average,5320.0
2020-02-29,flights-7-day-average,5276.0
2020-03-01,flights-7-day-average,5248.0
2020-03-02,flights-7-day-average,5235.0
2020-03-03,flights-7-day-average,5225.0
2020-03-04,flights-7-day-average,5202.0
2020-03-05,flights-7-day-average,5137.0
2020-03-06,flights-7-day-average,5083.0
2020-03-07,flights-7-day-average,5056.0
2020-03-08,flights-7-day-average,5011.0
2020-03-09,flights-7-day-average,4965.0
2020-03-10,flights-7-day-average,4876.0
2020-03-11,flights-7-day-average,4796.0
2020-03-12,flights-7-day-average,4783.0
2020-03-13,flights-7-day-average,4762.0
2020-03-14,flights-7-day-average,4726.0
2020-03-15,flights-7-day-average,4654.0
2020-03-16,flights-7-day-average,4556.0
2020-03-17,flights-7-day-average,4428.0
2020-03-18,flights-7-day-average,4275.0
2020-03-19,flights-7-day-average,4043.0
2020-03-20,flights-7-day-average,3772.0
2020-03-21,flights-7-day-average,3463.0
2020-03-22,flights-7-day-average,3099.0
2020-03-23,flights-7-day-average,2696.0
2020-03-24,flights-7-day-average,2377.0
2020-03-25,flights-7-day-average,2065.0
2020-03-26,flights-7-day-average,1754.0
2020-03-27,flights-7-day-average,1438.0
2020-03-28,flights-7-day-average,1267.0
2020-03-29,flights-7-day-average,1096.0
2020-03-30,flights-7-day-average,952.0
2020-03-31,flights-7-day-average,857.0
2020-04-01,flights-7-day-average,801.0
2020-04-02,flights-7-day-average,736.0
2020-04-03,flights-7-day-average,680.0
2020-04-04,flights-7-day-average,642.0
2020-04-05,flights-7-day-average,607.0
2020-04-06,flights-7-day-average,586.0
2020-04-07,flights-7-day-average,569.0
2020-04-08,flights-7-day-average,557.0
2020-04-09,flights-7-day-average,545.0
2020-04-10,flights-7-day-average,518.0
2020-04-11,flights-7-day-average,500.0
2020-04-12,flights-7-day-average,483.0
2020-04-13,flights-7-day-average,462.0
2020-04-14,flights-7-day-average,453.0
2020-04-15,flights-7-day-average,449.0
2020-04-16,flights-7-day-average,452.0
2020-04-17,flights-7-day-average,463.0
2020-04-18,flights-7-day-average,470.0
2020-04-19,flights-7-day-average,478.0
2020-04-20,flights-7-day-average,505.0
2020-04-21,flights-7-day-average,509.0
2020-04-22,flights-7-day-average,516.0
2020-04-23,flights-7-day-average,519.0
2020-04-24,flights-7-day-average,526.0
2020-04-25,flights-7-day-average,529.0
2020-04-26,flights-7-day-average,530.0
2020-04-27,flights-7-day-average,533.0
2020-04-28,flights-7-day-average,538.0
2020-04-29,flights-7-day-average,542.0
2020-04-30,flights-7-day-average,548.0
2020-05-01,flights-7-day-average,549.0
2020-05-02,flights-7-day-average,549.0
2020-05-03,flights-7-day-average,559.0
2020-05-04,flights-7-day-average,562.0
2020-05-05,flights-7-day-average,568.0
2020-05-06,flights-7-day-average,578.0
2020-05-07,flights-7-day-average,583.0
2020-05-08,flights-7-day-average,578.0
2020-05-09,flights-7-day-average,580.0
2020-05-10,flights-7-day-average,585.0
2020-05-11,flights-7-day-average,593.0
2020-05-12,flights-7-day-average,601.0
2020-05-13,flights-7-day-average,599.0
2020-05-14,flights-7-day-average,601.0
2020-05-15,flights-7-day-average,620.0
2020-05-16,flights-7-day-average,628.0
2020-05-17,flights-7-day-average,625.0
2020-05-18,flights-7-day-average,632.0
2020-05-19,flights-7-day-average,632.0
2020-05-20,flights-7-day-average,641.0
2020-05-21,flights-7-day-average,641.0
2020-05-22,flights-7-day-average,639.0
2020-05-23,flights-7-day-average,650.0
2020-05-24,flights-7-day-average,658.0
2020-05-25,flights-7-day-average,650.0
2020-05-26,flights-7-day-average,663.0
2020-05-27,flights-7-day-average,672.0
2020-05-28,flights-7-day-average,677.0
2020-05-29,flights-7-day-average,698.0
2020-05-30,flights-7-day-average,696.0
2020-05-31,flights-7-day-average,696.0
2020-06-01,flights-7-day-average,708.0
2020-06-02,flights-7-day-average,718.0
2020-06-03,flights-7-day-average,728.0
2020-06-04,flights-7-day-average,751.0
2020-06-05,flights-7-day-average,765.0
2020-06-06,flights-7-day-average,785.0
2020-06-07,flights-7-day-average,810.0
2020-06-08,flights-7-day-average,822.0
2020-06-09,flights-7-day-average,815.0
2020-06-10,flights-7-day-average,807.0
2020-06-11,flights-7-day-average,791.0
2020-06-12,flights-7-day-average,778.0
2020-06-13,flights-7-day-average,758.0
2020-06-14,flights-7-day-average,742.0
2020-06-15,flights-7-day-average,752.0
2020-06-16,flights-7-day-average,761.0
2020-06-17,flights-7-day-average,768.0
2020-06-18,flights-7-day-average,785.0
2020-06-19,flights-7-day-average,798.0
2020-06-20,flights-7-day-average,806.0
2020-06-21,flights-7-day-average,822.0
2020-06-22,flights-7-day-average,842.0
2020-06-23,flights-7-day-average,859.0
2020-06-24,flights-7-day-average,877.0
2020-06-25,flights-7-day-average,899.0
2020-06-26,flights-7-day-average,915.0
2020-06-27,flights-7-day-average,931.0
2020-06-28,flights-7-day-average,936.0
2020-06-29,flights-7-day-average,931.0
2020-06-30,flights-7-day-average,941.0
2020-07-01,flights-7-day-average,1023.0
2020-07-02,flights-7-day-average,1094.0
2020-07-03,flights-7-day-average,1183.0
2020-07-04,flights-7-day-average,1271.0
2020-07-05,flights-7-day-average,1363.0
2020-07-06,flights-7-day-average,1455.0
2020-07-07,flights-7-day-average,1528.0
2020-07-08,flights-7-day-average,1531.0
2020-07-09,flights-7-day-average,1550.0
2020-07-10,flights-7-day-average,1584.0
2020-07-11,flights-7-day-average,1614.0
2020-07-12,flights-7-day-average,1640.0
2020-07-13,flights-7-day-average,1654.0
2020-07-14,flights-7-day-average,1674.0
2020-07-15,flights-7-day-average,1714.0
2020-07-16,flights-7-day-average,1774.0
2020-07-17,flights-7-day-average,1825.0
2020-07-18,flights-7-day-average,1889.0
2020-07-19,flights-7-day-average,1951.0
2020-07-20,flights-7-day-average,2014.0
2020-07-21,flights-7-day-average,2067.0
2020-07-22,flights-7-day-average,2098.0
2020-07-23,flights-7-day-average,2105.0
2020-07-24,flights-7-day-average,2127.0
2020-07-25,flights-7-day-average,2160.0
2020-07-26,flights-7-day-average,2190.0
2020-07-27,flights-7-day-average,2192.0
2020-07-28,flights-7-day-average,2195.0
2020-07-29,flights-7-day-average,2204.0
2020-07-30,flights-7-day-average,2208.0
2020-07-31,flights-7-day-average,2224.0
2020-08-01,flights-7-day-average,2308.0
2020-08-02,flights-7-day-average,2384.0
2020-08-03,flights-7-day-average,2485.0
2020-08-04,flights-7-day-average,2547.0
2020-08-05,flights-7-day-average,2606.0
2020-08-06,flights-7-day-average,2677.0
2020-08-07,flights-7-day-average,2741.0
2020-08-08,flights-7-day-average,2723.0
2020-08-09,flights-7-day-average,2724.0
2020-08-10,flights-7-day-average,2719.0
2020-08-11,flights-7-day-average,2718.0
2020-08-12,flights-7-day-average,2713.0
2020-08-13,flights-7-day-average,2696.0
2020-08-14,flights-7-day-average,2702.0
2020-08-15,flights-7-day-average,2704.0
2020-08-16,flights-7-day-average,2705.0
2020-08-17,flights-7-day-average,2697.0
2020-08-18,flights-7-day-average,2699.0
2020-08-19,flights-7-day-average,2710.0
2020-08-20,flights-7-day-average,2731.0
2020-08-21,flights-7-day-average,2723.0
2020-08-22,flights-7-day-average,2726.0
2020-08-23,flights-7-day-average,2734.0
2020-08-24,flights-7-day-average,2754.0
2020-08-25,flights-7-day-average,2755.0
2020-08-26,flights-7-day-average,2766.0
2020-08-27,flights-7-day-average,2778.0
2020-08-28,flights-7-day-average,2806.0
2020-08-29,flights-7-day-average,2818.0
2020-08-30,flights-7-day-average,2836.0
2020-08-31,flights-7-day-average,2848.0
2020-09-01,flights-7-day-average,2875.0
2020-09-02,flights-7-day-average,2858.0
2020-09-03,flights-7-day-average,2848.0
2020-09-04,flights-7-day-average,2833.0
2020-09-05,flights-7-day-average,2804.0
2020-09-06,flights-7-day-average,2786.0
2020-09-07,flights-7-day-average,2750.0
2020-09-08,flights-7-day-average,2713.0
2020-09-09,flights-7-day-average,2703.0
2020-09-10,flights-7-day-average,2693.0
2020-09-11,flights-7-day-average,2701.0
2020-09-12,flights-7-day-average,2688.0
2020-09-13,flights-7-day-average,2681.0
2020-09-14,flights-7-day-average,2680.0
2020-09-15,flights-7-day-average,2679.0
2020-09-16,flights-7-day-average,2675.0
2020-09-17,flights-7-day-average,2681.0
2020-09-18,flights-7-day-average,2674.0
2020-09-19,flights-7-day-average,2666.0
2020-09-20,flights-7-day-average,2665.0
2020-09-21,flights-7-day-average,2659.0
2020-09-22,flights-7-day-average,2650.0
2020-09-23,flights-7-day-average,2640.0
2020-09-24,flights-7-day-average,2627.0
2020-09-25,flights-7-day-average,2614.0
2020-09-26,flights-7-day-average,2611.0
2020-09-27,flights-7-day-average,2600.0
2020-09-28,flights-7-day-average,2596.0
2020-09-29,flights-7-day-average,2590.0
2020-09-30,flights-7-day-average,2575.0
2020-10-01,flights-7-day-average,2541.0
2020-10-02,flights-7-day-average,2514.0
2020-10-03,flights-7-day-average,2488.0
2020-10-04,flights-7-day-average,2451.0
2020-10-05,flights-7-day-average,2418.0
2020-10-06,flights-7-day-average,2385.0
2020-10-07,flights-7-day-average,2360.0
2020-10-08,flights-7-day-average,2353.0
2020-10-09,flights-7-day-average,2339.0
2020-10-10,flights-7-day-average,2321.0
2020-10-11,flights-7-day-average,2304.0
2020-10-12,flights-7-day-average,2279.0
2020-10-13,flights-7-day-average,2252.0
2020-10-14,flights-7-day-average,2230.0
2020-10-15,flights-7-day-average,2206.0
2020-10-16,flights-7-day-average,2203.0
2020-10-17,flights-7-day-average,2208.0
2020-10-18,flights-7-day-average,2196.0
2020-10-19,flights-7-day-average,2171.0
2020-10-20,flights-7-day-average,2152.0
2020-10-21,flights-7-day-average,2131.0
2020-10-22,flights-7-day-average,2113.0
2020-10-23,flights-7-day-average,2077.0
2020-10-24,flights-7-day-average,2057.0
2020-10-25,flights-7-day-average,2058.0
2020-10-26,flights-7-day-average,2064.0
2020-10-27,flights-7-day-average,2062.0
2020-10-28,flights-7-day-average,2061.0
2020-10-29,flights-7-day-average,2062.0
2020-10-30,flights-7-day-average,2075.0
2020-10-31,flights-7-day-average,2074.0
2020-11-01,flights-7-day-average,2077.0
2020-11-02,flights-7-day-average,2061.0
2020-11-03,flights-7-day-average,2055.0
2020-11-04,flights-7-day-average,2054.0
2020-11-05,flights-7-day-average,2000.0
2020-11-06,flights-7-day-average,1923.0
2020-11-07,flights-7-day-average,1834.0
2020-11-08,flights-7-day-average,1731.0
2020-11-09,flights-7-day-average,1646.0
2020-11-10,flights-7-day-average,1578.0
2020-11-11,flights-7-day-average,1495.0
2020-11-12,flights-7-day-average,1451.0
2020-11-13,flights-7-day-average,1390.0
2020-11-14,flights-7-day-average,1330.0
2020-11-15,flights-7-day-average,1277.0
2020-11-16,flights-7-day-average,1254.0
2020-11-17,flights-7-day-average,1234.0
2020-11-18,flights-7-day-average,1213.0
2020-11-19,flights-7-day-average,1200.0
2020-11-20,flights-7-day-average,1165.0
2020-11-21,flights-7-day-average,1151.0
2020-11-22,flights-7-day-average,1128.0
2020-11-23,flights-7-day-average,1110.0
2020-11-24,flights-7-day-average,1105.0
2020-11-25,flights-7-day-average,1110.0
2020-11-26,flights-7-day-average,1097.0
2020-11-27,flights-7-day-average,1091.0
2020-11-28,flights-7-day-average,1090.0
2020-11-29,flights-7-day-average,1091.0
2020-11-30,flights-7-day-average,1093.0
2020-12-01,flights-7-day-average,1106.0
2020-12-02,flights-7-day-average,1127.0
2020-12-03,flights-7-day-average,1158.0
2020-12-04,flights-7-day-average,1210.0
2020-12-05,flights-7-day-average,1250.0
2020-12-06,flights-7-day-average,1291.0
2020-12-07,flights-7-day-average,1318.0
2020-12-08,flights-7-day-average,1343.0
2020-12-09,flights-7-day-average,1369.0
2020-12-10,flights-7-day-average,1408.0
2020-12-11,flights-7-day-average,1449.0
2020-12-12,flights-7-day-average,1489.0
2020-12-13,flights-7-day-average,1527.0
2020-12-14,flights-7-day-average,1560.0
2020-12-15,flights-7-day-average,1591.0
2020-12-16,flights-7-day-average,1611.0
2020-12-17,flights-7-day-average,1689.0
2020-12-18,flights-7-day-average,1773.0
2020-12-19,flights-7-day-average,1882.0
2020-12-20,flights-7-day-average,1981.0
2020-12-21,flights-7-day-average,2016.0
2020-12-22,flights-7-day-average,2010.0
2020-12-23,flights-7-day-average,2023.0
2020-12-24,flights-7-day-average,1885.0
2020-12-25,flights-7-day-average,1728.0
2020-12-26,flights-7-day-average,1545.0
2020-12-27,flights-7-day-average,1414.0
2020-12-28,flights-7-day-average,1332.0
2020-12-29,flights-7-day-average,1293.0
2020-12-30,flights-7-day-average,1247.0
2020-12-31,flights-7-day-average,1207.0
2021-01-01,flights-7-day-average,1117.0
2021-01-02,flights-7-day-average,1186.0
2021-01-03,flights-7-day-average,1242.0
2021-01-04,flights-7-day-average,1286.0
2021-01-05,flights-7-day-average,1300.0
2021-01-06,flights-7-day-average,1286.0
2021-01-07,flights-7-day-average,1330.0
2021-01-08,flights-7-day-average,1432.0
2021-01-09,flights-7-day-average,1401.0
2021-01-10,flights-7-day-average,1345.0
2021-01-11,flights-7-day-average,1272.0
2021-01-12,flights-7-day-average,1221.0
2021-01-13,flights-7-day-average,1181.0
2021-01-14,flights-7-day-average,1155.0
2021-01-15,flights-7-day-average,1114.0
2021-01-16,flights-7-day-average,1058.0
2021-01-17,flights-7-day-average,997.0
2021-01-18,flights-7-day-average,980.0
2021-01-19,flights-7-day-average,966.0
2021-01-20,flights-7-day-average,945.0
2021-01-21,flights-7-day-average,922.0
2021-01-22,flights-7-day-average,908.0
2021-01-23,flights-7-day-average,892.0
2021-01-24,flights-7-day-average,870.0
2021-01-25,flights-7-day-average,858.0
2021-01-26,flights-7-day-average,853.0
2021-01-27,flights-7-day-average,856.0
2021-01-28,flights-7-day-average,857.0
2021-01-29,flights-7-day-average,844.0
2021-01-30,flights-7-day-average,853.0
2021-01-31,flights-7-day-average,862.0
2021-02-01,flights-7-day-average,861.0
2021-02-02,flights-7-day-average,859.0
2021-02-03,flights-7-day-average,861.0
2021-02-04,flights-7-day-average,858.0
2021-02-05,flights-7-day-average,865.0
2021-02-06,flights-7-day-average,863.0
2021-02-07,flights-7-day-average,853.0
2021-02-08,flights-7-day-average,845.0
2021-02-09,flights-7-day-average,833.0
2021-02-10,flights-7-day-average,841.0
2021-02-11,flights-7-day-average,851.0
2021-02-12,flights-7-day-average,855.0
2021-02-13,flights-7-day-average,859.0
2021-02-14,flights-7-day-average,863.0
2021-02-15,flights-7-day-average,877.0
2021-02-16,flights-7-day-average,885.0
2021-02-17,flights-7-day-average,876.0
2021-02-18,flights-7-day-average,875.0
2021-02-19,flights-7-day-average,864.0
2021-02-20,flights-7-day-average,853.0
2021-02-21,flights-7-day-average,862.0
2021-02-22,flights-7-day-average,861.0
2021-02-23,flights-7-day-average,861.0
2021-02-24,flights-7-day-average,871.0
2021-02-25,flights-7-day-average,877.0
2021-02-26,flights-7-day-average,888.0
2021-02-27,flights-7-day-average,898.0
2021-02-28,flights-7-day-average,904.0
2021-03-01,flights-7-day-average,913.0
2021-03-02,flights-7-day-average,928.0
2021-03-03,flights-7-day-average,935.0
2021-03-04,flights-7-day-average,943.0
2021-03-05,flights-7-day-average,947.0
2021-03-06,flights-7-day-average,944.0
2021-03-07,flights-7-day-average,942.0
2021-03-08,flights-7-day-average,941.0
2021-03-09,flights-7-day-average,942.0
2021-03-10,flights-7-day-average,939.0
2021-03-11,flights-7-day-average,925.0
2021-03-12,flights-7-day-average,926.0
2021-03-13,flights-7-day-average,922.0
2021-03-14,flights-7-day-average,926.0
2021-03-15,flights-7-day-average,929.0
2021-03-16,flights-7-day-average,934.0
2021-03-17,flights-7-day-average,951.0
2021-03-18,flights-7-day-average,964.0
2021-03-19,flights-7-day-average,980.0
2021-03-20,flights-7-day-average,992.0
2021-03-21,flights-7-day-average,997.0
2021-03-22,flights-7-day-average,1001.0
2021-03-23,flights-7-day-average,995.0
2021-03-24,flights-7-day-average,983.0
2021-03-25,flights-7-day-average,989.0
2021-03-26,flights-7-day-average,1000.0
2021-03-27,flights-7-day-average,1007.0
2021-03-28,flights-7-day-average,1014.0
2021-03-29,flights-7-day-average,1028.0
2021-03-30,flights-7-day-average,1038.0
2021-03-31,flights-7-day-average,1068.0
2021-04-01,flights-7-day-average,1098.0
2021-04-02,flights-7-day-average,1083.0
2021-04-03,flights-7-day-average,1081.0
2021-04-04,flights-7-day-average,1068.0
2021-04-05,flights-7-day-average,1046.0
2021-04-06,flights-7-day-average,1043.0
2021-04-07,flights-7-day-average,1041.0
2021-04-08,flights-7-day-average,1024.0
2021-04-09,flights-7-day-average,1038.0
2021-04-10,flights-7-day-average,1054.0
2021-04-11,flights-7-day-average,1080.0
2021-04-12,flights-7-day-average,1113.0
2021-04-13,flights-7-day-average,1131.0
2021-04-14,flights-7-day-average,1126.0
2021-04-15,flights-7-day-average,1127.0
2021-04-16,flights-7-day-average,1129.0
2021-04-17,flights-7-day-average,1118.0
2021-04-18,flights-7-day-average,1127.0
2021-04-19,flights-7-day-average,1129.0
2021-04-20,flights-7-day-average,1124.0
2021-04-21,flights-7-day-average,1121.0
2021-04-22,flights-7-day-average,1118.0
2021-04-23,flights-7-day-average,1118.0
2021-04-24,flights-7-day-average,1119.0
2021-04-25,flights-7-day-average,1097.0
2021-04-26,flights-7-day-average,1094.0
2021-04-27,flights-7-day-average,1096.0
2021-04-28,flights-7-day-average,1097.0
2021-04-29,flights-7-day-average,1105.0
2021-04-30,flights-7-day-average,1120.0
2021-05-01,flights-7-day-average,1132.0
2021-05-02,flights-7-day-average,1139.0
2021-05-03,flights-7-day-average,1134.0
2021-05-04,flights-7-day-average,1139.0
2021-05-05,flights-7-day-average,1143.0
2021-05-06,flights-7-day-average,1140.0
2021-05-07,flights-7-day-average,1144.0
2021-05-08,flights-7-day-average,1129.0
2021-05-09,flights-7-day-average,1142.0
2021-05-10,flights-7-day-average,1169.0
2021-05-11,flights-7-day-average,1170.0
2021-05-12,flights-7-day-average,1171.0
2021-05-13,flights-7-day-average,1177.0
2021-05-14,flights-7-day-average,1168.0
2021-05-15,flights-7-day-average,1174.0
2021-05-16,flights-7-day-average,1168.0
2021-05-17,flights-7-day-average,1196.0
2021-05-18,flights-7-day-average,1217.0
2021-05-19,flights-7-day-average,1249.0
2021-05-20,flights-7-day-average,1281.0
2021-05-21,flights-7-day-average,1329.0
2021-05-22,flights-7-day-average,1378.0
2021-05-23,flights-7-day-average,1428.0
2021-05-24,flights-7-day-average,1443.0
2021-05-25,flights-7-day-average,1457.0
2021-05-26,flights-7-day-average,1475.0
2021-05-27,flights-7-day-average,1511.0
2021-05-28,flights-7-day-average,1589.0
2021-05-29,flights-7-day-average,1665.0
2021-05-30,flights-7-day-average,1704.0
2021-05-31,flights-7-day-average,1692.0
2021-06-01,flights-7-day-average,1764.0
2021-06-02,flights-7-day-average,1806.0
2021-06-03,flights-7-day-average,1832.0
2021-06-04,flights-7-day-average,1834.0
2021-06-05,flights-7-day-average,1859.0
2021-06-06,flights-7-day-average,1920.0
2021-06-07,flights-7-day-average,1992.0
2021-06-08,flights-7-day-average,1966.0
2021-06-09,flights-7-day-average,1960.0
2021-06-10,flights-7-day-average,1946.0
2021-06-11,flights-7-day-average,1928.0
2021-06-12,flights-7-day-average,1878.0
2021-06-13,flights-7-day-average,1835.0
2021-06-14,flights-7-day-average,1819.0
2021-06-15,flights-7-day-average,1824.0
2021-06-16,flights-7-day-average,1835.0
2021-06-17,flights-7-day-average,1863.0
