Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2018-06-29,2018-06-29,2018-06-29,,20,,http://reference.data.gov.uk/id/day/2018-06-29
2018-07-06,2018-07-06,2018-07-06,,21,,http://reference.data.gov.uk/id/day/2018-07-06
2018-07-12,2018-07-12,2018-07-12,,22,,http://reference.data.gov.uk/id/day/2018-07-12
2018-07-19,2018-07-19,2018-07-19,,23,,http://reference.data.gov.uk/id/day/2018-07-19
2018-07-26,2018-07-26,2018-07-26,,24,,http://reference.data.gov.uk/id/day/2018-07-26
2018-08-02,2018-08-02,2018-08-02,,25,,http://reference.data.gov.uk/id/day/2018-08-02
2018-08-09,2018-08-09,2018-08-09,,26,,http://reference.data.gov.uk/id/day/2018-08-09
2018-08-16,2018-08-16,2018-08-16,,27,,http://reference.data.gov.uk/id/day/2018-08-16
2018-08-23,2018-08-23,2018-08-23,,28,,http://reference.data.gov.uk/id/day/2018-08-23
2018-08-30,2018-08-30,2018-08-30,,29,,http://reference.data.gov.uk/id/day/2018-08-30
2018-09-06,2018-09-06,2018-09-06,,30,,http://reference.data.gov.uk/id/day/2018-09-06
2018-09-13,2018-09-13,2018-09-13,,31,,http://reference.data.gov.uk/id/day/2018-09-13
2018-09-20,2018-09-20,2018-09-20,,32,,http://reference.data.gov.uk/id/day/2018-09-20
2018-09-27,2018-09-27,2018-09-27,,33,,http://reference.data.gov.uk/id/day/2018-09-27
2018-10-05,2018-10-05,2018-10-05,,34,,http://reference.data.gov.uk/id/day/2018-10-05
2018-10-11,2018-10-11,2018-10-11,,35,,http://reference.data.gov.uk/id/day/2018-10-11
2018-10-19,2018-10-19,2018-10-19,,36,,http://reference.data.gov.uk/id/day/2018-10-19
2018-10-25,2018-10-25,2018-10-25,,37,,http://reference.data.gov.uk/id/day/2018-10-25
2018-11-01,2018-11-01,2018-11-01,,38,,http://reference.data.gov.uk/id/day/2018-11-01
2018-11-09,2018-11-09,2018-11-09,,39,,http://reference.data.gov.uk/id/day/2018-11-09
2018-11-15,2018-11-15,2018-11-15,,40,,http://reference.data.gov.uk/id/day/2018-11-15
2018-11-23,2018-11-23,2018-11-23,,41,,http://reference.data.gov.uk/id/day/2018-11-23
2018-11-30,2018-11-30,2018-11-30,,42,,http://reference.data.gov.uk/id/day/2018-11-30
2018-12-07,2018-12-07,2018-12-07,,43,,http://reference.data.gov.uk/id/day/2018-12-07
2018-12-14,2018-12-14,2018-12-14,,44,,http://reference.data.gov.uk/id/day/2018-12-14
2018-12-20,2018-12-20,2018-12-20,,45,,http://reference.data.gov.uk/id/day/2018-12-20
2018-12-27,2018-12-27,2018-12-27,,46,,http://reference.data.gov.uk/id/day/2018-12-27
2019-01-04,2019-01-04,2019-01-04,,47,,http://reference.data.gov.uk/id/day/2019-01-04
2019-01-11,2019-01-11,2019-01-11,,48,,http://reference.data.gov.uk/id/day/2019-01-11
2019-01-18,2019-01-18,2019-01-18,,49,,http://reference.data.gov.uk/id/day/2019-01-18
2019-01-24,2019-01-24,2019-01-24,,50,,http://reference.data.gov.uk/id/day/2019-01-24
2019-02-01,2019-02-01,2019-02-01,,51,,http://reference.data.gov.uk/id/day/2019-02-01
2019-02-07,2019-02-07,2019-02-07,,52,,http://reference.data.gov.uk/id/day/2019-02-07
2019-02-15,2019-02-15,2019-02-15,,53,,http://reference.data.gov.uk/id/day/2019-02-15
2019-02-22,2019-02-22,2019-02-22,,54,,http://reference.data.gov.uk/id/day/2019-02-22
2019-02-28,2019-02-28,2019-02-28,,55,,http://reference.data.gov.uk/id/day/2019-02-28
2019-03-07,2019-03-07,2019-03-07,,56,,http://reference.data.gov.uk/id/day/2019-03-07
2019-03-14,2019-03-14,2019-03-14,,57,,http://reference.data.gov.uk/id/day/2019-03-14
2019-03-21,2019-03-21,2019-03-21,,58,,http://reference.data.gov.uk/id/day/2019-03-21
2019-03-28,2019-03-28,2019-03-28,,59,,http://reference.data.gov.uk/id/day/2019-03-28
2019-04-04,2019-04-04,2019-04-04,,60,,http://reference.data.gov.uk/id/day/2019-04-04
2019-04-11,2019-04-11,2019-04-11,,61,,http://reference.data.gov.uk/id/day/2019-04-11
2019-04-18,2019-04-18,2019-04-18,,62,,http://reference.data.gov.uk/id/day/2019-04-18
2019-04-25,2019-04-25,2019-04-25,,63,,http://reference.data.gov.uk/id/day/2019-04-25
2019-05-02,2019-05-02,2019-05-02,,64,,http://reference.data.gov.uk/id/day/2019-05-02
2019-05-09,2019-05-09,2019-05-09,,65,,http://reference.data.gov.uk/id/day/2019-05-09
2019-05-16,2019-05-16,2019-05-16,,66,,http://reference.data.gov.uk/id/day/2019-05-16
2019-05-23,2019-05-23,2019-05-23,,67,,http://reference.data.gov.uk/id/day/2019-05-23
2019-05-30,2019-05-30,2019-05-30,,68,,http://reference.data.gov.uk/id/day/2019-05-30
2019-06-06,2019-06-06,2019-06-06,,69,,http://reference.data.gov.uk/id/day/2019-06-06
2019-06-13,2019-06-13,2019-06-13,,70,,http://reference.data.gov.uk/id/day/2019-06-13
2019-06-20,2019-06-20,2019-06-20,,71,,http://reference.data.gov.uk/id/day/2019-06-20
2019-06-27,2019-06-27,2019-06-27,,72,,http://reference.data.gov.uk/id/day/2019-06-27
2019-07-04,2019-07-04,2019-07-04,,73,,http://reference.data.gov.uk/id/day/2019-07-04
2019-07-11,2019-07-11,2019-07-11,,74,,http://reference.data.gov.uk/id/day/2019-07-11
2019-07-18,2019-07-18,2019-07-18,,75,,http://reference.data.gov.uk/id/day/2019-07-18
2019-07-25,2019-07-25,2019-07-25,,76,,http://reference.data.gov.uk/id/day/2019-07-25
2019-08-01,2019-08-01,2019-08-01,,77,,http://reference.data.gov.uk/id/day/2019-08-01
2019-08-08,2019-08-08,2019-08-08,,78,,http://reference.data.gov.uk/id/day/2019-08-08
2019-08-15,2019-08-15,2019-08-15,,79,,http://reference.data.gov.uk/id/day/2019-08-15
2019-08-22,2019-08-22,2019-08-22,,80,,http://reference.data.gov.uk/id/day/2019-08-22
2019-08-29,2019-08-29,2019-08-29,,81,,http://reference.data.gov.uk/id/day/2019-08-29
2019-09-05,2019-09-05,2019-09-05,,82,,http://reference.data.gov.uk/id/day/2019-09-05
2019-09-12,2019-09-12,2019-09-12,,83,,http://reference.data.gov.uk/id/day/2019-09-12
2019-09-19,2019-09-19,2019-09-19,,84,,http://reference.data.gov.uk/id/day/2019-09-19
2019-09-26,2019-09-26,2019-09-26,,85,,http://reference.data.gov.uk/id/day/2019-09-26
2019-10-03,2019-10-03,2019-10-03,,86,,http://reference.data.gov.uk/id/day/2019-10-03
2019-10-10,2019-10-10,2019-10-10,,87,,http://reference.data.gov.uk/id/day/2019-10-10
2019-10-17,2019-10-17,2019-10-17,,88,,http://reference.data.gov.uk/id/day/2019-10-17
2019-10-24,2019-10-24,2019-10-24,,89,,http://reference.data.gov.uk/id/day/2019-10-24
2019-10-31,2019-10-31,2019-10-31,,90,,http://reference.data.gov.uk/id/day/2019-10-31
2019-11-07,2019-11-07,2019-11-07,,91,,http://reference.data.gov.uk/id/day/2019-11-07
2019-11-14,2019-11-14,2019-11-14,,92,,http://reference.data.gov.uk/id/day/2019-11-14
2019-11-21,2019-11-21,2019-11-21,,93,,http://reference.data.gov.uk/id/day/2019-11-21
2019-11-28,2019-11-28,2019-11-28,,94,,http://reference.data.gov.uk/id/day/2019-11-28
2019-12-05,2019-12-05,2019-12-05,,95,,http://reference.data.gov.uk/id/day/2019-12-05
2019-12-12,2019-12-12,2019-12-12,,96,,http://reference.data.gov.uk/id/day/2019-12-12
2019-12-19,2019-12-19,2019-12-19,,97,,http://reference.data.gov.uk/id/day/2019-12-19
2019-12-27,2019-12-27,2019-12-27,,98,,http://reference.data.gov.uk/id/day/2019-12-27
2020-01-03,2020-01-03,2020-01-03,,99,,http://reference.data.gov.uk/id/day/2020-01-03
2020-01-10,2020-01-10,2020-01-10,,100,,http://reference.data.gov.uk/id/day/2020-01-10
2020-01-16,2020-01-16,2020-01-16,,101,,http://reference.data.gov.uk/id/day/2020-01-16
2020-01-23,2020-01-23,2020-01-23,,102,,http://reference.data.gov.uk/id/day/2020-01-23
2020-01-30,2020-01-30,2020-01-30,,103,,http://reference.data.gov.uk/id/day/2020-01-30
2020-02-07,2020-02-07,2020-02-07,,104,,http://reference.data.gov.uk/id/day/2020-02-07
2020-02-13,2020-02-13,2020-02-13,,105,,http://reference.data.gov.uk/id/day/2020-02-13
2020-02-21,2020-02-21,2020-02-21,,106,,http://reference.data.gov.uk/id/day/2020-02-21
2020-02-27,2020-02-27,2020-02-27,,107,,http://reference.data.gov.uk/id/day/2020-02-27
2020-03-06,2020-03-06,2020-03-06,,108,,http://reference.data.gov.uk/id/day/2020-03-06
2020-03-12,2020-03-12,2020-03-12,,109,,http://reference.data.gov.uk/id/day/2020-03-12
2020-03-20,2020-03-20,2020-03-20,,110,,http://reference.data.gov.uk/id/day/2020-03-20
2020-03-27,2020-03-27,2020-03-27,,111,,http://reference.data.gov.uk/id/day/2020-03-27
2020-04-03,2020-04-03,2020-04-03,,112,,http://reference.data.gov.uk/id/day/2020-04-03
2020-04-09,2020-04-09,2020-04-09,,113,,http://reference.data.gov.uk/id/day/2020-04-09
2020-04-17,2020-04-17,2020-04-17,,114,,http://reference.data.gov.uk/id/day/2020-04-17
2020-04-24,2020-04-24,2020-04-24,,115,,http://reference.data.gov.uk/id/day/2020-04-24
2020-05-01,2020-05-01,2020-05-01,,116,,http://reference.data.gov.uk/id/day/2020-05-01
2020-05-07,2020-05-07,2020-05-07,,117,,http://reference.data.gov.uk/id/day/2020-05-07
2020-05-15,2020-05-15,2020-05-15,,118,,http://reference.data.gov.uk/id/day/2020-05-15
2020-05-22,2020-05-22,2020-05-22,,119,,http://reference.data.gov.uk/id/day/2020-05-22
2020-05-29,2020-05-29,2020-05-29,,120,,http://reference.data.gov.uk/id/day/2020-05-29
2020-06-05,2020-06-05,2020-06-05,,121,,http://reference.data.gov.uk/id/day/2020-06-05
2020-06-12,2020-06-12,2020-06-12,,122,,http://reference.data.gov.uk/id/day/2020-06-12
2020-06-19,2020-06-19,2020-06-19,,123,,http://reference.data.gov.uk/id/day/2020-06-19
2020-06-26,2020-06-26,2020-06-26,,124,,http://reference.data.gov.uk/id/day/2020-06-26
2020-07-03,2020-07-03,2020-07-03,,125,,http://reference.data.gov.uk/id/day/2020-07-03
2020-07-10,2020-07-10,2020-07-10,,126,,http://reference.data.gov.uk/id/day/2020-07-10
2020-07-17,2020-07-17,2020-07-17,,127,,http://reference.data.gov.uk/id/day/2020-07-17
2020-07-24,2020-07-24,2020-07-24,,128,,http://reference.data.gov.uk/id/day/2020-07-24
2020-07-31,2020-07-31,2020-07-31,,129,,http://reference.data.gov.uk/id/day/2020-07-31
2020-08-07,2020-08-07,2020-08-07,,130,,http://reference.data.gov.uk/id/day/2020-08-07
2020-08-14,2020-08-14,2020-08-14,,131,,http://reference.data.gov.uk/id/day/2020-08-14
2020-08-21,2020-08-21,2020-08-21,,132,,http://reference.data.gov.uk/id/day/2020-08-21
2020-08-28,2020-08-28,2020-08-28,,133,,http://reference.data.gov.uk/id/day/2020-08-28
2020-09-04,2020-09-04,2020-09-04,,134,,http://reference.data.gov.uk/id/day/2020-09-04
2020-09-11,2020-09-11,2020-09-11,,135,,http://reference.data.gov.uk/id/day/2020-09-11
2020-09-18,2020-09-18,2020-09-18,,136,,http://reference.data.gov.uk/id/day/2020-09-18
2020-09-25,2020-09-25,2020-09-25,,137,,http://reference.data.gov.uk/id/day/2020-09-25
2020-10-02,2020-10-02,2020-10-02,,138,,http://reference.data.gov.uk/id/day/2020-10-02
2020-10-09,2020-10-09,2020-10-09,,139,,http://reference.data.gov.uk/id/day/2020-10-09
2020-10-16,2020-10-16,2020-10-16,,140,,http://reference.data.gov.uk/id/day/2020-10-16
2020-10-23,2020-10-23,2020-10-23,,141,,http://reference.data.gov.uk/id/day/2020-10-23
2020-10-30,2020-10-30,2020-10-30,,142,,http://reference.data.gov.uk/id/day/2020-10-30
2020-11-06,2020-11-06,2020-11-06,,143,,http://reference.data.gov.uk/id/day/2020-11-06
2020-11-13,2020-11-13,2020-11-13,,144,,http://reference.data.gov.uk/id/day/2020-11-13
2020-11-20,2020-11-20,2020-11-20,,145,,http://reference.data.gov.uk/id/day/2020-11-20
2020-11-27,2020-11-27,2020-11-27,,146,,http://reference.data.gov.uk/id/day/2020-11-27
2020-12-04,2020-12-04,2020-12-04,,147,,http://reference.data.gov.uk/id/day/2020-12-04
2020-12-11,2020-12-11,2020-12-11,,148,,http://reference.data.gov.uk/id/day/2020-12-11
2020-12-18,2020-12-18,2020-12-18,,149,,http://reference.data.gov.uk/id/day/2020-12-18
2020-12-24,2020-12-24,2020-12-24,,150,,http://reference.data.gov.uk/id/day/2020-12-24
2020-12-31,2020-12-31,2020-12-31,,151,,http://reference.data.gov.uk/id/day/2020-12-31
2021-01-08,2021-01-08,2021-01-08,,152,,http://reference.data.gov.uk/id/day/2021-01-08
2021-01-15,2021-01-15,2021-01-15,,153,,http://reference.data.gov.uk/id/day/2021-01-15
2021-01-22,2021-01-22,2021-01-22,,154,,http://reference.data.gov.uk/id/day/2021-01-22
2021-01-29,2021-01-29,2021-01-29,,155,,http://reference.data.gov.uk/id/day/2021-01-29
2021-02-05,2021-02-05,2021-02-05,,156,,http://reference.data.gov.uk/id/day/2021-02-05
2021-02-12,2021-02-12,2021-02-12,,157,,http://reference.data.gov.uk/id/day/2021-02-12
2021-02-19,2021-02-19,2021-02-19,,158,,http://reference.data.gov.uk/id/day/2021-02-19
2021-02-26,2021-02-26,2021-02-26,,159,,http://reference.data.gov.uk/id/day/2021-02-26
2021-03-05,2021-03-05,2021-03-05,,160,,http://reference.data.gov.uk/id/day/2021-03-05
2021-03-12,2021-03-12,2021-03-12,,161,,http://reference.data.gov.uk/id/day/2021-03-12
2021-03-19,2021-03-19,2021-03-19,,162,,http://reference.data.gov.uk/id/day/2021-03-19
2021-03-26,2021-03-26,2021-03-26,,163,,http://reference.data.gov.uk/id/day/2021-03-26
2021-04-01,2021-04-01,2021-04-01,,164,,http://reference.data.gov.uk/id/day/2021-04-01
2021-04-09,2021-04-09,2021-04-09,,165,,http://reference.data.gov.uk/id/day/2021-04-09
2021-04-16,2021-04-16,2021-04-16,,166,,http://reference.data.gov.uk/id/day/2021-04-16
2021-04-23,2021-04-23,2021-04-23,,167,,http://reference.data.gov.uk/id/day/2021-04-23
2021-04-30,2021-04-30,2021-04-30,,168,,http://reference.data.gov.uk/id/day/2021-04-30
2021-05-07,2021-05-07,2021-05-07,,169,,http://reference.data.gov.uk/id/day/2021-05-07
2021-05-14,2021-05-14,2021-05-14,,170,,http://reference.data.gov.uk/id/day/2021-05-14
2021-05-21,2021-05-21,2021-05-21,,171,,http://reference.data.gov.uk/id/day/2021-05-21
2021-05-28,2021-05-28,2021-05-28,,172,,http://reference.data.gov.uk/id/day/2021-05-28
2021-06-04,2021-06-04,2021-06-04,,173,,http://reference.data.gov.uk/id/day/2021-06-04
2021-06-11,2021-06-11,2021-06-11,,174,,http://reference.data.gov.uk/id/day/2021-06-11
2021-06-18,2021-06-18,2021-06-18,,175,,http://reference.data.gov.uk/id/day/2021-06-18
2021-06-25,2021-06-25,2021-06-25,,176,,http://reference.data.gov.uk/id/day/2021-06-25
2021-07-02,2021-07-02,2021-07-02,,177,,http://reference.data.gov.uk/id/day/2021-07-02
2021-07-09,2021-07-09,2021-07-09,,178,,http://reference.data.gov.uk/id/day/2021-07-09
2021-07-16,2021-07-16,2021-07-16,,179,,http://reference.data.gov.uk/id/day/2021-07-16
2021-07-23,2021-07-23,2021-07-23,,180,,http://reference.data.gov.uk/id/day/2021-07-23
2021-07-30,2021-07-30,2021-07-30,,181,,http://reference.data.gov.uk/id/day/2021-07-30
2021-08-06,2021-08-06,2021-08-06,,182,,http://reference.data.gov.uk/id/day/2021-08-06
2021-08-13,2021-08-13,2021-08-13,,183,,http://reference.data.gov.uk/id/day/2021-08-13
2021-08-20,2021-08-20,2021-08-20,,184,,http://reference.data.gov.uk/id/day/2021-08-20
2021-08-27,2021-08-27,2021-08-27,,185,,http://reference.data.gov.uk/id/day/2021-08-27
2021-09-03,2021-09-03,2021-09-03,,186,,http://reference.data.gov.uk/id/day/2021-09-03
2021-09-10,2021-09-10,2021-09-10,,187,,http://reference.data.gov.uk/id/day/2021-09-10
2021-09-17,2021-09-17,2021-09-17,,188,,http://reference.data.gov.uk/id/day/2021-09-17
2021-09-24,2021-09-24,2021-09-24,,189,,http://reference.data.gov.uk/id/day/2021-09-24
2021-10-01,2021-10-01,2021-10-01,,190,,http://reference.data.gov.uk/id/day/2021-10-01
2021-10-08,2021-10-08,2021-10-08,,191,,http://reference.data.gov.uk/id/day/2021-10-08
2021-10-15,2021-10-15,2021-10-15,,192,,http://reference.data.gov.uk/id/day/2021-10-15
2021-10-22,2021-10-22,2021-10-22,,193,,http://reference.data.gov.uk/id/day/2021-10-22
2021-10-29,2021-10-29,2021-10-29,,194,,http://reference.data.gov.uk/id/day/2021-10-29
2021-11-05,2021-11-05,2021-11-05,,195,,http://reference.data.gov.uk/id/day/2021-11-05
2021-11-12,2021-11-12,2021-11-12,,196,,http://reference.data.gov.uk/id/day/2021-11-12
2021-11-19,2021-11-19,2021-11-19,,197,,http://reference.data.gov.uk/id/day/2021-11-19
2021-11-26,2021-11-26,2021-11-26,,198,,http://reference.data.gov.uk/id/day/2021-11-26
2021-12-03,2021-12-03,2021-12-03,,199,,http://reference.data.gov.uk/id/day/2021-12-03
2021-12-10,2021-12-10,2021-12-10,,200,,http://reference.data.gov.uk/id/day/2021-12-10
2021-12-17,2021-12-17,2021-12-17,,201,,http://reference.data.gov.uk/id/day/2021-12-17
2021-12-24,2021-12-24,2021-12-24,,202,,http://reference.data.gov.uk/id/day/2021-12-24
2021-12-31,2021-12-31,2021-12-31,,203,,http://reference.data.gov.uk/id/day/2021-12-31
2022-01-07,2022-01-07,2022-01-07,,204,,http://reference.data.gov.uk/id/day/2022-01-07
2022-01-14,2022-01-14,2022-01-14,,205,,http://reference.data.gov.uk/id/day/2022-01-14
2022-01-21,2022-01-21,2022-01-21,,206,,http://reference.data.gov.uk/id/day/2022-01-21
2022-01-28,2022-01-28,2022-01-28,,207,,http://reference.data.gov.uk/id/day/2022-01-28
2022-02-04,2022-02-04,2022-02-04,,208,,http://reference.data.gov.uk/id/day/2022-02-04
2022-02-11,2022-02-11,2022-02-11,,209,,http://reference.data.gov.uk/id/day/2022-02-11
2022-02-18,2022-02-18,2022-02-18,,210,,http://reference.data.gov.uk/id/day/2022-02-18
2022-02-25,2022-02-25,2022-02-25,,211,,http://reference.data.gov.uk/id/day/2022-02-25
2022-03-04,2022-03-04,2022-03-04,,212,,http://reference.data.gov.uk/id/day/2022-03-04
2022-03-14,2022-03-14,2022-03-14,,213,,http://reference.data.gov.uk/id/day/2022-03-14
2022-03-21,2022-03-21,2022-03-21,,214,,http://reference.data.gov.uk/id/day/2022-03-21
2022-03-25,2022-03-25,2022-03-25,,215,,http://reference.data.gov.uk/id/day/2022-03-25
2022-04-01,2022-04-01,2022-04-01,,216,,http://reference.data.gov.uk/id/day/2022-04-01
2022-04-08,2022-04-08,2022-04-08,,217,,http://reference.data.gov.uk/id/day/2022-04-08
2022-04-14,2022-04-14,2022-04-14,,218,,http://reference.data.gov.uk/id/day/2022-04-14
2022-04-22,2022-04-22,2022-04-22,,219,,http://reference.data.gov.uk/id/day/2022-04-22
2022-04-29,2022-04-29,2022-04-29,,220,,http://reference.data.gov.uk/id/day/2022-04-29
2022-05-06,2022-05-06,2022-05-06,,221,,http://reference.data.gov.uk/id/day/2022-05-06
2022-05-13,2022-05-13,2022-05-13,,222,,http://reference.data.gov.uk/id/day/2022-05-13
2022-05-20,2022-05-20,2022-05-20,,223,,http://reference.data.gov.uk/id/day/2022-05-20
2022-05-27,2022-05-27,2022-05-27,,224,,http://reference.data.gov.uk/id/day/2022-05-27
2022-06-03,2022-06-03,2022-06-03,,225,,http://reference.data.gov.uk/id/day/2022-06-03
2022-06-10,2022-06-10,2022-06-10,,226,,http://reference.data.gov.uk/id/day/2022-06-10
2022-06-17,2022-06-17,2022-06-17,,227,,http://reference.data.gov.uk/id/day/2022-06-17
2022-06-24,2022-06-24,2022-06-24,,228,,http://reference.data.gov.uk/id/day/2022-06-24
2022-07-01,2022-07-01,2022-07-01,,229,,http://reference.data.gov.uk/id/day/2022-07-01
2022-07-08,2022-07-08,2022-07-08,,230,,http://reference.data.gov.uk/id/day/2022-07-08
2022-07-15,2022-07-15,2022-07-15,,231,,http://reference.data.gov.uk/id/day/2022-07-15
2022-07-22,2022-07-22,2022-07-22,,232,,http://reference.data.gov.uk/id/day/2022-07-22
2022-07-29,2022-07-29,2022-07-29,,233,,http://reference.data.gov.uk/id/day/2022-07-29
2022-08-05,2022-08-05,2022-08-05,,234,,http://reference.data.gov.uk/id/day/2022-08-05
2022-08-12,2022-08-12,2022-08-12,,235,,http://reference.data.gov.uk/id/day/2022-08-12
2022-08-19,2022-08-19,2022-08-19,,236,,http://reference.data.gov.uk/id/day/2022-08-19
2022-08-26,2022-08-26,2022-08-26,,237,,http://reference.data.gov.uk/id/day/2022-08-26
2022-09-02,2022-09-02,2022-09-02,,238,,http://reference.data.gov.uk/id/day/2022-09-02
2022-09-09,2022-09-09,2022-09-09,,239,,http://reference.data.gov.uk/id/day/2022-09-09
2022-09-16,2022-09-16,2022-09-16,,240,,http://reference.data.gov.uk/id/day/2022-09-16
2022-09-23,2022-09-23,2022-09-23,,241,,http://reference.data.gov.uk/id/day/2022-09-23
2022-09-30,2022-09-30,2022-09-30,,242,,http://reference.data.gov.uk/id/day/2022-09-30
2022-10-07,2022-10-07,2022-10-07,,243,,http://reference.data.gov.uk/id/day/2022-10-07
2022-10-14,2022-10-14,2022-10-14,,244,,http://reference.data.gov.uk/id/day/2022-10-14
2022-10-21,2022-10-21,2022-10-21,,245,,http://reference.data.gov.uk/id/day/2022-10-21
2022-10-28,2022-10-28,2022-10-28,,246,,http://reference.data.gov.uk/id/day/2022-10-28
2022-11-07,2022-11-07,2022-11-07,,247,,http://reference.data.gov.uk/id/day/2022-11-07
2022-11-11,2022-11-11,2022-11-11,,248,,http://reference.data.gov.uk/id/day/2022-11-11
2022-11-18,2022-11-18,2022-11-18,,249,,http://reference.data.gov.uk/id/day/2022-11-18
2022-11-25,2022-11-25,2022-11-25,,250,,http://reference.data.gov.uk/id/day/2022-11-25
2022-12-02,2022-12-02,2022-12-02,,251,,http://reference.data.gov.uk/id/day/2022-12-02
2022-12-09,2022-12-09,2022-12-09,,252,,http://reference.data.gov.uk/id/day/2022-12-09
2022-12-16,2022-12-16,2022-12-16,,253,,http://reference.data.gov.uk/id/day/2022-12-16
2022-12-22,2022-12-22,2022-12-22,,254,,http://reference.data.gov.uk/id/day/2022-12-22
2022-12-30,2022-12-30,2022-12-30,,255,,http://reference.data.gov.uk/id/day/2022-12-30
2023-01-06,2023-01-06,2023-01-06,,256,,http://reference.data.gov.uk/id/day/2023-01-06
2023-01-13,2023-01-13,2023-01-13,,257,,http://reference.data.gov.uk/id/day/2023-01-13
