Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description,Original Concept URI
2018-02-07,2018-02-07,2018-02-07,,0,,http://reference.data.gov.uk/id/day/2018-02-07
2018-02-15,2018-02-15,2018-02-15,,1,,http://reference.data.gov.uk/id/day/2018-02-15
2018-02-22,2018-02-22,2018-02-22,,2,,http://reference.data.gov.uk/id/day/2018-02-22
2018-03-01,2018-03-01,2018-03-01,,3,,http://reference.data.gov.uk/id/day/2018-03-01
2018-03-08,2018-03-08,2018-03-08,,4,,http://reference.data.gov.uk/id/day/2018-03-08
2018-03-15,2018-03-15,2018-03-15,,5,,http://reference.data.gov.uk/id/day/2018-03-15
2018-03-22,2018-03-22,2018-03-22,,6,,http://reference.data.gov.uk/id/day/2018-03-22
2018-03-29,2018-03-29,2018-03-29,,7,,http://reference.data.gov.uk/id/day/2018-03-29
2018-04-05,2018-04-05,2018-04-05,,8,,http://reference.data.gov.uk/id/day/2018-04-05
2018-04-12,2018-04-12,2018-04-12,,9,,http://reference.data.gov.uk/id/day/2018-04-12
2018-04-23,2018-04-23,2018-04-23,,10,,http://reference.data.gov.uk/id/day/2018-04-23
2018-04-26,2018-04-26,2018-04-26,,11,,http://reference.data.gov.uk/id/day/2018-04-26
2018-05-03,2018-05-03,2018-05-03,,12,,http://reference.data.gov.uk/id/day/2018-05-03
2018-05-10,2018-05-10,2018-05-10,,13,,http://reference.data.gov.uk/id/day/2018-05-10
2018-05-17,2018-05-17,2018-05-17,,14,,http://reference.data.gov.uk/id/day/2018-05-17
2018-05-25,2018-05-25,2018-05-25,,15,,http://reference.data.gov.uk/id/day/2018-05-25
2018-05-31,2018-05-31,2018-05-31,,16,,http://reference.data.gov.uk/id/day/2018-05-31
2018-06-08,2018-06-08,2018-06-08,,17,,http://reference.data.gov.uk/id/day/2018-06-08
2018-06-15,2018-06-15,2018-06-15,,18,,http://reference.data.gov.uk/id/day/2018-06-15
2018-06-22,2018-06-22,2018-06-22,,19,,http://reference.data.gov.uk/id/day/2018-06-22
