Label,Notation,Parent Notation,Sort Priority,Description
Greater Manchester,greater-manchester,,0,
London,london,,1,
North East,north-east,,2,
Northern Ireland,northern-ireland,,3,
Reading,reading,,4,
Southend,southend,,5,
