Month,Metric,Time period,Seasonal Adjustment,Estimate,SIC,Measure,Value,Unit
2013-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,430.0,number
2013-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,410.0,number
2013-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,340.0,number
2014-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,460.0,number
2014-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,440.0,number
2014-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,430.0,number
2014-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2014-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,430.0,number
2014-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,410.0,number
2014-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,410.0,number
2014-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2014-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2014-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,430.0,number
2014-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,410.0,number
2014-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,340.0,number
2015-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,420.0,number
2015-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2015-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2015-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2015-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2015-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2015-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,430.0,number
2015-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2015-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,420.0,number
2015-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,390.0,number
2015-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2015-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,340.0,number
2016-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2016-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2016-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,410.0,number
2016-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2016-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2016-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2016-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2016-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2016-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,420.0,number
2016-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,350.0,number
2016-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2016-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,340.0,number
2017-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,410.0,number
2017-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2017-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,420.0,number
2017-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2017-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2017-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2017-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2017-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2017-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2017-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2017-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2017-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2018-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2018-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2018-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,350.0,number
2018-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,310.0,number
2018-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2018-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,350.0,number
2018-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2018-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2018-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2018-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2018-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,410.0,number
2018-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2019-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,390.0,number
2019-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,390.0,number
2019-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2019-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,230.0,number
2019-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2019-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,350.0,number
2019-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2019-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2019-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2019-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2019-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2019-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,300.0,number
2020-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,420.0,number
2020-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2020-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,400.0,number
2020-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2020-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2020-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,370.0,number
2020-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2020-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2020-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2020-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2020-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,380.0,number
2020-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2021-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2021-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2021-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,290.0,number
2021-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,310.0,number
2021-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2021-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2021-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,340.0,number
2021-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,310.0,number
2021-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,360.0,number
2021-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2021-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,320.0,number
2021-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,300.0,number
2022-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2022-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2022-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,340.0,number
2022-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,290.0,number
2022-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,280.0,number
2022-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,h,number-of-firms-in-diffusion-index,330.0,number
2013-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2013-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.29,unitless
2013-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.0,unitless
2013-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.07,unitless
2013-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.21,unitless
2013-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.18,unitless
2013-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.3,unitless
2013-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.19,unitless
2013-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.0,unitless
2013-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.26,unitless
2013-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.19,unitless
2013-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.22,unitless
2014-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.16,unitless
2014-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.15,unitless
2014-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.28,unitless
2014-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.21,unitless
2014-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.0,unitless
2014-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.14,unitless
2014-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.14,unitless
2014-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.15,unitless
2014-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.03,unitless
2014-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.17,unitless
2014-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.32,unitless
2014-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.03,unitless
2015-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.02,unitless
2015-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2015-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2015-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.04,unitless
2015-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.09,unitless
2015-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.08,unitless
2015-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.04,unitless
2015-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.16,unitless
2015-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2015-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.21,unitless
2015-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.17,unitless
2015-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.19,unitless
2016-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.25,unitless
2016-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.2,unitless
2016-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.12,unitless
2016-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.1,unitless
2016-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.07,unitless
2016-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2016-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.17,unitless
2016-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.17,unitless
2016-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.08,unitless
2016-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2016-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2016-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.01,unitless
2017-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.1,unitless
2017-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.12,unitless
2017-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.05,unitless
2017-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.15,unitless
2017-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.11,unitless
2017-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.09,unitless
2017-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.03,unitless
2017-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.08,unitless
2017-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.02,unitless
2017-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.02,unitless
2017-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.03,unitless
2017-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.11,unitless
2018-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2018-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.0,unitless
2018-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.14,unitless
2018-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.05,unitless
2018-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.03,unitless
2018-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.01,unitless
2018-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.17,unitless
2018-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.07,unitless
2018-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2018-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.04,unitless
2018-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.08,unitless
2018-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.09,unitless
2019-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.08,unitless
2019-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.02,unitless
2019-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.1,unitless
2019-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.08,unitless
2019-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2019-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.18,unitless
2019-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2019-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.12,unitless
2019-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.07,unitless
2019-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.08,unitless
2019-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.03,unitless
2019-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.18,unitless
2020-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.05,unitless
2020-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.06,unitless
2020-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.15,unitless
2020-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.23,unitless
2020-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.38,unitless
2020-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.1,unitless
2020-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.28,unitless
2020-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.17,unitless
2020-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.21,unitless
2020-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.22,unitless
2020-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.05,unitless
2020-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.02,unitless
2021-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.1,unitless
2021-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,-0.04,unitless
2021-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2021-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.28,unitless
2021-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.26,unitless
2021-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.3,unitless
2021-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.29,unitless
2021-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.12,unitless
2021-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2021-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.09,unitless
2021-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2021-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.02,unitless
2022-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.1,unitless
2022-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.15,unitless
2022-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.08,unitless
2022-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.07,unitless
2022-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.18,unitless
2022-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,diffusion-index,0.09,unitless
2013-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2013-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2013-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,50.0,number
2013-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2013-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2013-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,70.0,number
2013-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2013-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2013-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,100.0,number
2013-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,100.0,number
2013-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2013-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,70.0,number
2014-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2014-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2014-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2014-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,70.0,number
2014-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2014-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2014-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2014-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2014-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,100.0,number
2014-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2014-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2014-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,60.0,number
2015-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2015-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2015-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,70.0,number
2015-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2015-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2015-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2015-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,100.0,number
2015-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2015-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2015-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,110.0,number
2015-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,110.0,number
2015-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2016-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2016-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,90.0,number
2016-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,110.0,number
2016-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,80.0,number
2016-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,110.0,number
2016-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,100.0,number
2016-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,j,number-of-firms-in-diffusion-index,100.0,number
