Month,Metric,Time period,Seasonal Adjustment,Estimate,SIC,Measure,Value,Unit
2013-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.01,unitless
2013-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.05,unitless
2013-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.05,unitless
2013-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2013-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.01,unitless
2013-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.07,unitless
2013-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.1,unitless
2013-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.05,unitless
2013-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.07,unitless
2013-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.06,unitless
2013-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.05,unitless
2013-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.14,unitless
2014-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.11,unitless
2014-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.06,unitless
2014-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.06,unitless
2014-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.07,unitless
2014-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.04,unitless
2014-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.05,unitless
2014-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2014-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.02,unitless
2014-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.04,unitless
2014-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.02,unitless
2014-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.1,unitless
2014-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.06,unitless
2015-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.05,unitless
2015-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.07,unitless
2015-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.07,unitless
2015-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.1,unitless
2015-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.13,unitless
2015-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.05,unitless
2015-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.07,unitless
2015-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.14,unitless
2015-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.1,unitless
2015-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.1,unitless
2015-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.04,unitless
2015-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.24,unitless
2016-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.03,unitless
2016-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.02,unitless
2016-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.03,unitless
2016-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2016-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.02,unitless
2016-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.04,unitless
2016-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.09,unitless
2016-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2016-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.01,unitless
2016-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.03,unitless
2016-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.08,unitless
2016-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.17,unitless
2017-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.06,unitless
2017-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2017-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.13,unitless
2017-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.02,unitless
2017-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.14,unitless
2017-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.12,unitless
2017-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.1,unitless
2017-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.16,unitless
2017-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.12,unitless
2017-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.14,unitless
2017-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.12,unitless
2017-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.1,unitless
2018-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.1,unitless
2018-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.08,unitless
2018-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.02,unitless
2018-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.09,unitless
2018-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.06,unitless
2018-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2018-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.06,unitless
2018-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.05,unitless
2018-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.03,unitless
2018-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.09,unitless
2018-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.05,unitless
2018-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.02,unitless
2019-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2019-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2019-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.04,unitless
2019-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.07,unitless
2019-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.04,unitless
2019-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.02,unitless
2019-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.04,unitless
2019-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.04,unitless
2019-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.03,unitless
2019-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.02,unitless
2019-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.04,unitless
2019-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.01,unitless
2020-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.01,unitless
2020-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.02,unitless
2020-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.08,unitless
2020-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.2,unitless
2020-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.2,unitless
2020-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.06,unitless
2020-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.05,unitless
2020-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.07,unitless
2020-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.04,unitless
2020-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.05,unitless
2020-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.02,unitless
2020-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.06,unitless
2021-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.06,unitless
2021-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,-0.03,unitless
2021-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.05,unitless
2021-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.23,unitless
2021-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.21,unitless
2021-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.19,unitless
2021-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.12,unitless
2021-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.19,unitless
2021-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.16,unitless
2021-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.12,unitless
2021-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.17,unitless
2021-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.09,unitless
2022-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.16,unitless
2022-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.16,unitless
2022-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.14,unitless
2022-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.12,unitless
2022-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.23,unitless
2022-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,diffusion-index,0.18,unitless
2013-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8910.0,number
2013-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8370.0,number
2013-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,5380.0,number
2013-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6800.0,number
2013-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8280.0,number
2013-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7810.0,number
2013-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8680.0,number
2013-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8090.0,number
2013-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8160.0,number
2013-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8760.0,number
2013-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8480.0,number
2013-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7000.0,number
2014-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8940.0,number
2014-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8580.0,number
2014-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8200.0,number
2014-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7320.0,number
2014-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8370.0,number
2014-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8070.0,number
2014-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8590.0,number
2014-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7850.0,number
2014-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8420.0,number
2014-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8770.0,number
2014-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8230.0,number
2014-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6850.0,number
2015-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8460.0,number
2015-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8110.0,number
2015-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6240.0,number
2015-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7560.0,number
2015-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7970.0,number
2015-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8190.0,number
2015-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8590.0,number
2015-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8040.0,number
2015-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8460.0,number
2015-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8610.0,number
2015-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8580.0,number
2015-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7490.0,number
2016-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8310.0,number
2016-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8290.0,number
2016-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8130.0,number
2016-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7220.0,number
2016-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8010.0,number
2016-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8540.0,number
2016-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8120.0,number
2016-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8320.0,number
2016-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8300.0,number
2016-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8400.0,number
2016-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8790.0,number
2016-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7130.0,number
2017-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8700.0,number
2017-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8560.0,number
2017-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8330.0,number
2017-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7180.0,number
2017-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8670.0,number
2017-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8570.0,number
2017-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8380.0,number
2017-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8630.0,number
2017-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8140.0,number
2017-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8420.0,number
2017-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8800.0,number
2017-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6440.0,number
2018-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8540.0,number
2018-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7870.0,number
2018-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7150.0,number
2018-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6690.0,number
2018-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8240.0,number
2018-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7930.0,number
2018-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8140.0,number
2018-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8490.0,number
2018-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7860.0,number
2018-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8650.0,number
2018-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,9060.0,number
2018-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6740.0,number
2019-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8780.0,number
2019-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8540.0,number
2019-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8160.0,number
2019-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,4870.0,number
2019-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7420.0,number
2019-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6920.0,number
2019-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7700.0,number
2019-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7600.0,number
2019-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7840.0,number
2019-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8110.0,number
2019-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7910.0,number
2019-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6050.0,number
2020-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8170.0,number
2020-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7900.0,number
2020-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7970.0,number
2020-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7760.0,number
2020-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7550.0,number
2020-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7890.0,number
2020-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7870.0,number
2020-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7390.0,number
2020-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7920.0,number
2020-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7600.0,number
2020-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7990.0,number
2020-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6880.0,number
2021-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7720.0,number
2021-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7400.0,number
2021-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6280.0,number
2021-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7040.0,number
2021-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7080.0,number
2021-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7870.0,number
2021-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7580.0,number
2021-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7110.0,number
2021-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8000.0,number
2021-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7320.0,number
2021-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7680.0,number
2021-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6710.0,number
2022-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7660.0,number
2022-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,7680.0,number
2022-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8410.0,number
2022-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6890.0,number
2022-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,6590.0,number
2022-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,total,number-of-firms-in-diffusion-index,8330.0,number
2013-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2013-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.03,unitless
2013-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.06,unitless
2013-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.01,unitless
2013-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.03,unitless
2013-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.08,unitless
2013-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.14,unitless
2013-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.08,unitless
2013-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.08,unitless
2013-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.1,unitless
2013-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.1,unitless
2013-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.22,unitless
2014-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.13,unitless
2014-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.13,unitless
2014-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.14,unitless
2014-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.16,unitless
2014-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.1,unitless
2014-6,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.11,unitless
2014-7,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.06,unitless
2014-8,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2014-9,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,0.04,unitless
2014-10,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.03,unitless
2014-11,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.1,unitless
2014-12,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.14,unitless
2015-1,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.09,unitless
2015-2,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.14,unitless
2015-3,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.15,unitless
2015-4,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.2,unitless
2015-5,turnover-current-prices,month-on-a-year-ago,nsa,day7,agriculture-forestry-and-fishing,diffusion-index,-0.2,unitless
