Uri Identifier,Label,Notation,Parent Uri Identifier,Sort Priority,Description
actual-day,Actual day,actual-day,,0,
preceding-seven-day-rolling-average,Preceding seven-day rolling average,preceding-seven-day-rolling-average,,1,
